pid,housing,log_consumption,log_liq_wealth,log_housing_wealth,log_income,age,age_sq,cons
1335030,0,10.231478,9.2017565,0,11.239675,28,784,1
1335031,1,10.33602,8.2173662,9.0505447,11.03154,29,841,1
1335034,1,10.403564,8.3188725,8.2285261,10.824676,30,900,1
1335035,0,9.9859238,5.2816806,0,10.388184,24,576,1
1335036,0,9.9043198,5.5222802,0,10.325198,24,576,1
1335038,0,9.1367598,-.7262302,0,7.7281046,24,576,1
1335039,0,9.3540602,5.2378058,0,9.2978611,22,484,1
1335040,0,8.8986673,3.5073774,0,8.879715,22,484,1
1335041,0,9.497674,2.9202554,0,9.2777252,23,529,1
1335043,1,8.7785912,3.3475771,6.0805101,9.1962948,23,529,1
1335045,0,9.6818895,5.8403134,0,10.861611,23,529,1
1335047,1,10.838166,7.6930146,8.9471378,10.507091,22,484,1
1335048,0,9.063942,5.4665861,0,10.979924,24,576,1
1335189,0,9.8728848,7.6320729,0,10.549933,26,676,1
1335190,1,9.1810532,4.802865,6.7736578,10.409929,24,576,1
1335192,1,9.3037701,4.9978471,10.639297,10.860321,28,784,1
1335193,1,10.147952,4.2664995,8.4949398,11.195254,23,529,1
1335205,0,8.7474508,3.7236166,0,8.7618971,22,484,1
1336030,0,9.2228708,-.85637671,0,9.2377996,25,625,1
1336181,0,9.1069555,-.7262302,0,9.4851007,23,529,1
1336183,0,9.0685349,.085083447,0,9.9712601,27,729,1
1336186,0,8.8646669,4.0188675,0,9.6751013,23,529,1
1336187,0,9.9700718,7.6336608,0,9.4764833,23,529,1
1342030,0,9.5559502,6.7802849,0,9.0618782,27,729,1
1342031,0,8.9349728,6.1031756,0,10.36975,22,484,1
1342171,0,8.9578667,5.1201296,0,10.150576,27,729,1
1345030,0,9.7885046,6.7567782,0,11.266215,22,484,1
1345034,0,9.1958704,8.3705683,0,10.556114,23,529,1
1346171,0,10.154448,10.124932,0,10.697573,28,784,1
1353032,1,9.5679379,7.3068242,8.4429893,10.708348,23,529,1
1353173,1,9.8473978,5.9748282,7.2497811,10.357672,25,625,1
1355030,0,8.9481831,5.1894178,0,9.0757294,26,676,1
1355031,0,8.492321,9.1030922,0,7.2194309,23,529,1
1355174,0,10.636705,7.9245286,0,8.5450306,23,529,1
1358030,1,9.3462934,5.5422258,6.944941,10.189729,24,576,1
1358173,1,10.114483,7.4814892,8.5311394,10.843588,28,784,1
1368173,0,9.0283365,12.077954,0,8.8797321,22,484,1
1368184,0,8.5160379,-.22980933,0,9.5630398,26,676,1
1376172,0,9.7029953,8.6240377,0,10.577007,23,529,1
1377031,0,9.6817656,3.0326843,0,9.3489952,23,529,1
1377032,0,9.2243662,3.99611,0,8.6606636,24,576,1
1377033,0,9.1325798,6.8367715,0,10.02002,23,529,1
1383174,1,9.9016542,6.6079283,-1.4895357,10.971979,29,841,1
1384030,1,9.4559135,4.925283,7.4572201,10.398751,27,729,1
1387032,0,8.5719414,8.8120651,0,10.056733,24,576,1
1387174,0,9.4350548,8.191041,0,10.800951,25,625,1
1391030,0,8.8832979,-3.6094632,0,9.9411373,28,784,1
1391031,0,9.0072508,-3.6094632,0,9.4985685,25,625,1
1391032,0,8.205513,-.80789429,0,8.9169083,28,784,1
1391033,0,9.8272314,3.5399489,0,10.015337,29,841,1
1394031,1,9.9805412,7.8154616,10.186288,11.129946,25,625,1
1394034,0,9.2086411,-.67764574,0,8.9075422,25,625,1
1394035,0,8.8134098,-.67764574,0,9.9363537,23,529,1
1394186,0,10.175339,1.8715034,0,11.287383,23,529,1
1397031,0,9.0622625,6.5690846,0,10.298907,24,576,1
1397032,1,9.759656,4.2465038,9.4618635,10.300146,22,484,1
1397034,0,10.112741,5.3943391,0,7.7272682,23,529,1
1397035,0,9.2010927,4.8640113,0,10.177217,23,529,1
1398030,0,10.43216,-1.9121432,0,9.7152243,25,625,1
1399030,0,8.9996586,3.915983,0,11.267497,25,625,1
1399036,0,9.2349911,7.677422,0,10.859026,22,484,1
1399037,0,10.797122,7.6884947,0,9.3825798,24,576,1
1399188,0,9.7553844,7.3336735,0,11.360731,30,900,1
1401030,1,9.0786524,7.7518835,6.527195,10.263802,28,784,1
1401171,0,10.134314,6.6166735,0,10.981062,29,841,1
1406030,1,9.6349249,8.5403404,-1.349521,11.173591,29,841,1
1407180,0,10.056475,8.0221052,0,11.647498,29,841,1
1411031,1,9.2180271,4.1103444,1.3670017,10.990096,27,729,1
1411036,0,8.7756872,2.2301965,0,8.8604374,22,484,1
1411039,0,10.176556,8.009429,0,11.641592,29,841,1
1411040,0,10.131724,11.418381,0,11.076623,28,784,1
1411041,0,9.8179646,11.293576,0,11.896437,25,625,1
1411045,0,10.522214,6.4908409,0,10.19859,23,529,1
1411197,1,10.260786,9.7860899,11.835623,12.558182,29,841,1
1414031,0,9.651866,4.2502842,0,11.277215,26,676,1
1415176,1,9.257122,4.3386269,-.80861562,11.136065,22,484,1
1415177,0,10.167508,-2.5867782,0,10.59543,30,900,1
1419033,0,8.9000225,4.8517766,0,9.6870308,23,529,1
1419175,0,9.7190723,6.4612136,0,10.918536,25,625,1
1419176,1,9.685174,6.3975749,6.3804898,11.102725,30,900,1
1419177,1,9.4196148,6.3106303,10.385175,11.202487,29,841,1
1425030,0,8.5320396,1.1041327,0,9.4199018,30,900,1
1426031,0,9.5871019,8.641221,0,10.066441,22,484,1
1426032,0,9.6943417,6.2928653,0,11.093344,22,484,1
1426033,0,10.027928,3.8396621,0,11.160543,23,529,1
1426034,0,8.8714657,2.4685061,0,9.9361753,22,484,1
1426038,0,9.4431982,2.9975672,0,10.805322,22,484,1
1426039,0,7.8959737,2.9975672,0,10.708811,22,484,1
1428030,0,8.9811859,4.3790751,0,10.056197,24,576,1
1432031,0,9.0917826,5.1826706,0,10.017449,24,576,1
1434030,0,9.2752647,4.7711329,0,10.523206,28,784,1
1434031,0,9.4672871,6.0548711,0,10.508383,26,676,1
1434173,0,9.6623821,6.2429485,0,10.515119,25,625,1
1438031,0,9.9770069,4.9215517,0,10.80321,26,676,1
1438032,0,10.072588,10.185968,0,11.362826,26,676,1
1438036,0,10.606768,10.388762,0,11.449901,22,484,1
1445031,0,9.2422457,4.3817725,0,8.3422098,22,484,1
1445035,0,9.3096008,6.9998674,0,9.7387199,23,529,1
1454030,1,9.8814259,4.3973994,3.7779253,10.969545,24,576,1
1454031,0,8.5318308,4.3681612,0,7.9869299,24,576,1
1459031,0,8.8016253,8.0724154,0,10.025423,24,576,1
1459033,0,8.6073818,7.3022823,0,9.8468189,22,484,1
1460186,0,9.0961981,-2.3123765,0,8.0945024,23,529,1
1460187,0,9.8240318,7.4509635,0,11.200408,24,576,1
1460190,0,9.7227697,7.0526891,0,10.740834,29,841,1
1468177,0,9.5058641,5.3013535,0,10.572217,23,529,1
1468178,0,9.658535,6.7935266,0,11.913467,24,576,1
1473171,0,8.7574234,6.5022101,0,10.380248,26,676,1
1473172,0,9.8275328,4.4735217,0,10.425648,25,625,1
1475031,0,9.3860979,2.4184499,0,8.4986515,23,529,1
1480032,1,9.7130346,6.1107135,-.98751682,10.37773,22,484,1
1480179,1,10.525469,.84881777,.59858519,11.144986,22,484,1
1485030,1,10.259078,8.0350447,8.0950336,11.138484,30,900,1
1485031,0,9.6455984,5.6905341,0,10.127378,22,484,1
1485032,0,9.5255451,.085083447,0,10.854761,23,529,1
1485185,1,10.49887,9.3786087,8.1946669,10.761915,23,529,1
1494179,1,9.4170437,7.2093263,9.3855085,10.745684,27,729,1
1496172,1,9.5190773,7.6751161,9.1830149,11.032092,27,729,1
1498030,1,10.126094,8.8239489,10.519626,10.182554,30,900,1
1498173,1,9.4470062,.82933134,9.8379641,9.8727579,25,625,1
1501031,1,9.3823347,6.8639817,6.2517934,10.867127,29,841,1
1501171,0,10.14801,9.0470924,0,11.436348,25,625,1
1503170,0,8.7599611,4.3823895,0,9.6727867,22,484,1
1504030,0,10.091551,7.2696509,0,10.425179,28,784,1
1513174,0,9.5935011,8.8440161,0,10.862762,28,784,1
1520173,0,9.6867771,3.6722429,0,10.540524,28,784,1
1520174,1,9.2454309,8.5194778,8.5929451,11.144523,30,900,1
1520175,1,10.006937,8.5422077,9.3066454,11.674953,30,900,1
1522035,0,10.091258,6.6768932,0,10.529963,28,784,1
1522036,0,9.2460184,5.2317591,0,10.211529,26,676,1
1522038,0,7.8215156,-2.9828954,0,8.6676569,24,576,1
1522040,0,8.8913183,10.19212,0,10.197738,22,484,1
1522185,0,10.150753,6.3972926,0,10.929721,22,484,1
1522186,0,9.2340355,5.7704573,0,10.407731,28,784,1
1523030,0,9.0179052,5.541327,0,10.036522,24,576,1
1523031,1,9.4367123,3.9786983,8.0877037,9.9166107,25,625,1
1525030,1,9.5534954,6.4856534,-1.5138067,10.604111,29,841,1
1533032,0,8.974349,7.726716,0,10.915863,25,625,1
1540030,0,9.0307274,2.1536546,0,9.9886684,28,784,1
1540031,0,8.7905436,5.8425345,0,9.7908764,25,625,1
1541031,0,9.1911621,-3.4793162,0,9.3978481,24,576,1
1541038,0,9.2655163,-1.4643073,0,-.34052655,24,576,1
1542030,0,9.2445211,4.2465038,0,9.3262386,22,484,1
1542033,0,9.1325769,5.2744207,0,9.6544218,24,576,1
1542034,1,9.6134777,7.4542785,9.0331583,11.097245,23,529,1
1542035,0,9.167716,6.991786,0,8.5612631,25,625,1
1542180,0,9.8276262,5.0918212,0,10.443176,26,676,1
1542185,0,9.3155947,7.0823584,0,10.580454,25,625,1
1551177,0,10.581812,2.1863961,0,11.409013,23,529,1
1565032,1,9.0892401,3.2833343,8.2663746,9.8297567,30,900,1
1565033,1,9.6735678,6.2625098,9.1693745,10.672696,26,676,1
1565034,0,9.347703,4.7874112,0,10.217729,27,729,1
1567031,1,8.7575912,6.2024632,7.9773746,9.9524393,26,676,1
1567032,0,8.5250702,4.8481793,0,9.6355114,26,676,1
1567176,0,9.5568752,5.7324595,0,10.976195,26,676,1
1568033,1,8.9031601,7.4861555,9.3066454,10.248065,23,529,1
1568181,0,10.079919,6.5146279,0,10.917742,28,784,1
1568183,1,9.7560682,6.8186717,8.62323,11.048333,26,676,1
1570030,0,11.255018,2.4685061,0,10.879852,25,625,1
1570186,0,9.7026701,7.7691712,0,9.9313898,26,676,1
1571030,0,10.074649,1.9748821,0,10.530789,29,841,1
1571031,0,8.7666063,1.9748821,0,9.7322817,25,625,1
1571033,0,8.9272337,8.5575428,0,10.540981,29,841,1
1571034,0,10.585977,3.9949696,0,11.728082,30,900,1
1571035,0,10.663525,7.0621343,0,10.91321,29,841,1
1571036,0,9.5873804,2.3808422,0,11.57314,25,625,1
1571037,0,9.7153072,11.005161,0,11.563814,22,484,1
1571171,0,9.8358364,9.9500122,0,10.898514,29,841,1
1571176,0,9.5525217,7.5731339,0,10.772632,28,784,1
1572030,0,10.137341,10.866303,0,11.303979,30,900,1
1572031,0,9.0027161,9.439187,0,11.007713,27,729,1
1572032,0,7.9929657,3.9949696,0,11.654973,22,484,1
1572033,0,9.1167765,3.9754832,0,9.026165,23,529,1
1572040,0,9.9364529,2.9163423,0,10.714442,22,484,1
1572185,1,9.6022091,8.4448318,1.7049104,10.90813,24,576,1
1572196,0,8.9578619,2.9163423,0,8.7164612,22,484,1
1572197,0,10.227521,9.5677814,0,11.129267,25,625,1
1577032,0,9.7356272,-.91595513,0,10.376515,22,484,1
1579030,0,9.5063839,5.1298842,0,10.738212,26,676,1
1579031,0,8.9949188,3.6722429,0,9.2886848,24,576,1
1579032,0,9.381485,6.1882167,0,10.207657,23,529,1
1579033,1,10.145329,7.1350331,8.2518616,11.031008,23,529,1
1579035,0,9.0867805,7.4689765,0,10.01384,24,576,1
1579036,0,8.4808531,4.2467813,0,9.0640087,26,676,1
1579037,1,9.1705809,5.3022771,7.8788028,10.356538,23,529,1
1579038,0,8.7138004,-3.4307323,0,10.552026,27,729,1
1579040,1,8.83671,5.435966,7.3354368,10.226995,24,576,1
1579041,1,9.578866,6.624033,8.7950926,10.902582,22,484,1
1579042,0,9.1129827,9.2155123,0,9.5810738,23,529,1
1579181,0,10.324203,8.9590139,0,11.139408,29,841,1
1579183,0,9.5691395,7.5559511,0,10.245802,22,484,1
1579189,1,9.3472347,9.0219336,9.8433256,11.400735,28,784,1
1590171,1,9.431304,7.7201514,9.2901983,10.715221,25,625,1
1591030,1,9.1063852,7.8147073,6.2262917,10.425515,29,841,1
1591031,0,8.7292843,4.8481793,0,9.7000504,24,576,1
1591032,0,8.7128592,5.1846519,0,10.008224,24,576,1
1591173,0,9.9458447,7.8147073,0,11.214233,30,900,1
1599030,0,9.0054398,-2.9016709,0,10.19498,25,625,1
1599031,0,9.1580296,5.2616119,0,8.7661257,22,484,1
1605030,0,9.6968269,5.2572408,0,11.322828,28,784,1
1605031,0,10.498953,5.3541856,0,10.416671,28,784,1
1608178,0,8.7488194,-.22980933,0,10.804576,24,576,1
1610030,0,9.2315578,4.1830683,0,9.9699793,27,729,1
1611030,0,10.00041,5.1911082,0,10.962605,30,900,1
1611176,1,9.988615,6.7197027,8.1046181,10.570104,22,484,1
1613033,0,10.532257,3.571681,0,9.2988729,23,529,1
1613035,0,8.9329224,3.6892426,0,9.79879,24,576,1
1613036,0,8.345952,-2.9828954,0,9.574378,25,625,1
1621030,1,10.570911,8.6614294,11.618238,11.87011,30,900,1
1621031,0,9.0346918,4.0378361,0,9.2196903,27,729,1
1624032,0,8.3108177,2.6409044,0,9.4329872,24,576,1
1624033,0,11.310058,7.9161582,0,10.330146,23,529,1
1624035,1,9.9252253,6.3641582,9.9364004,10.463031,23,529,1
1627176,0,9.2969694,8.2188387,0,10.529711,26,676,1
1630030,0,9.4447985,9.2770157,0,9.4801836,24,576,1
1630031,0,10.439406,7.003777,0,8.3337145,24,576,1
1630032,0,10.215531,10.377946,0,10.550388,23,529,1
1633170,0,8.9000254,.91289943,0,9.2376118,29,841,1
1633174,0,8.6510181,6.5677791,0,9.3849573,23,529,1
1634030,1,8.8681297,1.7799215,6.9190016,9.6353455,24,576,1
1634172,0,9.5097284,-.85637671,0,9.9336805,29,841,1
1635173,0,9.0267506,7.414711,0,10.089601,23,529,1
1645030,1,9.8744278,5.1493869,9.93332,11.355863,28,784,1
1648030,0,8.9555845,.84881777,0,10.816703,30,900,1
1652030,0,9.1811342,6.2479997,0,10.398808,25,625,1
1652032,1,8.8407259,6.3743768,7.8916802,10.742573,29,841,1
1652177,1,9.1654072,8.7105694,9.8590164,10.234629,26,676,1
1652179,1,9.476408,8.1321764,7.0736375,10.796024,28,784,1
1654030,0,9.1070127,4.5341859,0,9.5790672,23,529,1
1654031,0,9.5387487,9.8138657,0,11.452511,26,676,1
1655030,0,9.2326221,7.8719478,0,9.9505615,24,576,1
1655033,0,8.4632044,7.509973,0,9.695179,23,529,1
1657030,1,9.4883165,8.1758633,9.5416021,-.20945641,30,900,1
1663030,0,9.727396,4.7756538,0,9.3941832,23,529,1
1663032,0,9.6649351,5.3181834,0,9.9955139,26,676,1
1663033,0,9.7680359,4.4585462,0,10.550973,27,729,1
1663034,0,9.0855637,-3.1158395,0,10.047464,24,576,1
1663186,0,9.5868149,8.7106647,0,10.908746,30,900,1
1670030,0,7.7820706,3.9949696,0,10.301823,23,529,1
1670032,0,8.6597195,2.1050286,0,8.3587999,23,529,1
1670034,0,9.9064913,1.7630692,0,9.3592091,22,484,1
1679030,0,9.3484058,1.7630692,0,10.442143,22,484,1
1679176,0,10.234257,2.5450895,0,9.8804255,23,529,1
1682030,0,8.9755945,2.6381364,0,9.9331846,28,784,1
1682032,0,9.7387772,3.3576274,0,10.139508,30,900,1
1683030,1,9.6762323,7.3418975,8.8834906,11.190489,30,900,1
1684031,1,9.8731222,6.6396599,9.2440519,11.071673,23,529,1
1684032,0,10.547428,4.1547532,0,10.723837,22,484,1
1684033,0,8.8567858,-.76298529,0,10.501277,24,576,1
1684036,0,9.4350882,5.5266333,0,10.01771,24,576,1
1684037,0,8.9876232,-2.5867782,0,8.4252348,25,625,1
1684192,0,9.7131691,.085083447,0,9.8685246,24,576,1
1687031,1,9.1101904,6.9699297,-.84575123,10.72648,26,676,1
1687175,0,9.2327957,5.3942728,0,10.26727,23,529,1
1687176,0,10.332007,9.7152367,0,11.121383,22,484,1
1689031,0,9.5516996,2.2271085,0,10.116343,30,900,1
1689173,0,10.811975,7.1187539,0,10.907301,24,576,1
1690033,0,9.4597063,8.0457716,0,9.9833927,22,484,1
1690171,0,9.7002468,3.5379026,0,10.52027,29,841,1
1690174,0,9.6654387,4.2903757,0,10.957814,24,576,1
1692031,0,9.2901545,6.7295675,0,9.3470812,22,484,1
1692176,1,9.7425585,8.7281923,8.357398,10.720485,29,841,1
1692183,0,10.036341,10.822062,0,11.604054,23,529,1
1692184,0,9.3003263,1.1041327,0,9.8162575,23,529,1
1695030,0,9.2557688,-2.0908751,0,9.5821228,27,729,1
1695033,1,10.714688,5.8099623,7.9166999,10.707308,29,841,1
1695038,0,8.4590902,1.2938576,0,8.1558771,24,576,1
1695039,1,9.6392279,8.6538992,7.393168,11.551309,22,484,1
1695040,0,8.3384304,2.0948143,0,8.5255489,23,529,1
1695043,0,9.0483418,6.5499535,0,9.9759836,30,900,1
1695197,1,9.5288486,7.1687508,7.8967814,10.684638,25,625,1
1695198,1,9.0243759,5.3136902,7.491498,10.428978,23,529,1
1695203,1,9.4120388,5.4963775,9.7110882,10.010506,23,529,1
1695206,0,9.7037764,7.1187539,0,9.8821554,29,841,1
1695208,1,9.9026194,8.8020267,8.4016523,11.333715,26,676,1
1695209,1,9.5544052,4.7711329,7.6395416,11.233776,27,729,1
1695217,1,9.5553122,7.8988757,-1.779919,11.259047,22,484,1
1695223,0,9.2998066,5.905273,0,10.427017,26,676,1
1695241,0,9.7353678,8.5852861,0,11.752537,22,484,1
1695243,0,9.3365211,9.1554651,0,10.685685,24,576,1
1695246,0,9.7476921,7.6060748,0,11.069255,30,900,1
1695248,0,9.7039909,2.1863961,0,9.9194851,30,900,1
1697035,0,9.5807257,3.2667778,0,9.9776421,22,484,1
1697036,0,10.436992,5.3756685,0,11.338641,27,729,1
1697043,0,8.825592,6.9853616,0,9.7279758,23,529,1
1697045,1,9.8014603,9.8138657,9.3926344,10.363764,23,529,1
1697182,0,9.7238302,1.1442242,0,10.499925,27,729,1
1697189,0,9.6223145,6.0065603,0,9.27633,23,529,1
1697190,0,10.364532,3.861541,0,11.406033,29,841,1
1697194,0,8.8187399,5.8393025,0,10.41179,22,484,1
1697200,0,10.81396,7.6968579,0,10.940585,27,729,1
1697217,0,10.235623,9.9072828,0,11.267828,25,625,1
1698176,0,10.096063,3.9039598,0,10.533118,25,625,1
1700032,0,9.3655376,8.1625338,0,10.937223,26,676,1
1700034,0,10.311623,5.6171699,0,10.608203,24,576,1
1700037,0,8.5843868,12.187154,0,10.907458,26,676,1
1700175,0,8.0312281,-1.9607282,0,7.1076293,28,784,1
1700186,0,9.4667025,4.8661652,0,10.298375,27,729,1
1700198,0,9.6295166,4.7734389,0,10.591952,23,529,1
1701030,1,10.104826,5.2216334,9.6210899,11.12234,29,841,1
1701032,1,10.183505,-.36275294,8.5932446,11.154364,25,625,1
1708171,0,9.8047791,6.8038607,0,10.765119,22,484,1
1708173,1,8.978322,6.0656781,8.8347082,10.438193,27,729,1
1709192,1,9.3981628,6.0331063,8.0120106,10.717162,24,576,1
1711171,0,10.283763,-.85637671,0,11.15612,30,900,1
1711173,1,9.8078985,8.7318974,8.5438461,11.054454,22,484,1
1717175,1,10.279486,5.2228403,6.3098168,10.479996,26,676,1
1720182,0,10.198426,-.76298529,0,10.828376,26,676,1
1721030,0,9.457015,3.1149814,0,10.652851,28,784,1
1721031,0,9.3837557,6.5161786,0,10.439438,25,625,1
1722031,0,9.5716543,3.9949696,0,11.191033,28,784,1
1722035,0,10.353667,7.7249303,0,10.476116,24,576,1
1722037,0,10.163543,4.93643,0,1.149312,25,625,1
1722176,0,9.8628139,8.0528927,0,10.684939,29,841,1
1722182,0,8.7688608,1.2340078,0,10.506431,26,676,1
1722183,0,10.378457,8.535861,0,11.09062,30,900,1
1722184,0,8.8934107,2.9995275,0,10.218005,22,484,1
1722185,0,9.3135204,2.9975672,0,10.071353,22,484,1
1723031,0,9.8863411,3.1949787,0,8.8434916,22,484,1
1726030,0,9.0267487,2.1536546,0,9.6331511,24,576,1
1726031,0,8.7618637,3.283999,0,9.5496321,26,676,1
1726032,1,9.6351471,5.8633771,7.9341373,10.323212,25,625,1
1726033,1,8.8757143,4.2467813,5.5900106,10.599718,24,576,1
1726172,0,9.7088652,7.6969247,0,11.105438,27,729,1
1731031,0,9.0824299,-.67764574,0,10.063974,25,625,1
1731032,0,9.0204935,9.8650274,0,10.112797,27,729,1
1731034,0,9.6389046,9.2441883,0,10.431022,25,625,1
1731035,0,8.8823786,6.0679841,0,9.0264826,24,576,1
1731180,0,9.5737333,4.1708641,0,9.7735472,23,529,1
1732031,0,8.942831,6.4727149,0,9.0558062,23,529,1
1736030,0,8.528264,4.4879723,0,9.8768902,28,784,1
1736171,0,9.5894547,7.8280053,0,10.491256,27,729,1
1739031,1,9.0218992,5.181119,6.0717039,10.129606,25,625,1
1740030,0,9.4572392,-.7262302,0,10.300717,24,576,1
1740174,0,9.867135,7.0466771,0,10.158202,25,625,1
1750030,0,9.5368032,8.0566244,0,10.230789,28,784,1
1756032,0,9.8970566,-.87586361,0,10.997402,23,529,1
1758182,0,9.8201075,1.1442242,0,10.850568,22,484,1
1758185,0,9.0976696,-.67764574,0,10.411805,25,625,1
1762031,1,9.7048407,7.2093263,8.6458416,10.984716,29,841,1
1762033,0,9.1865206,6.5530953,0,10.84188,28,784,1
1762037,0,6.6453004,2.2027726,0,9.880187,26,676,1
1762038,0,10.004759,6.310317,0,10.441266,25,625,1
1762042,0,8.526413,4.5155482,0,10.19109,23,529,1
1762173,0,.30249709,1.1637111,0,11.062018,24,576,1
1762178,1,9.887619,5.2216334,-1.4895357,10.942547,30,900,1
1762190,0,10.207446,1.0552769,0,11.134561,24,576,1
1762191,1,9.8676777,6.2024632,9.530118,9.9368801,23,529,1
1762193,0,10.136315,4.6972823,0,10.662482,23,529,1
1763034,1,10.129729,8.8112259,10.791713,11.173759,28,784,1
1763182,0,9.2341995,5.5859199,0,10.621048,25,625,1
1763189,0,7.5980582,3.6892426,0,9.8759842,29,841,1
1763191,0,10.194899,.16630836,0,11.16647,23,529,1
1767031,0,10.927373,6.9744301,0,10.247843,28,784,1
1767182,1,9.905879,11.710985,11.225216,11.90379,30,900,1
1774030,1,8.8912802,4.0507746,7.4484134,10.66821,29,841,1
1775034,0,9.7591925,7.8590097,0,10.718353,26,676,1
1775185,0,9.5861406,9.5592976,0,11.34963,25,625,1
1776030,0,8.7342358,7.7139773,0,9.8709803,25,625,1
1780030,0,8.8781509,6.0656781,0,10.117442,29,841,1
1784031,0,8.769742,6.8666787,0,9.4418211,27,729,1
1784032,0,9.1328793,-3.8309646,0,10.126134,24,576,1
1786036,0,8.5391731,1.1442242,0,9.6708879,23,529,1
1786041,0,9.2973862,4.1547532,0,10.590306,22,484,1
1786191,1,9.5858097,7.8119006,8.5004988,11.004037,25,625,1
1786205,0,9.9820929,-.36275294,0,10.878378,22,484,1
1786207,0,10.115088,9.0961113,0,11.20122,24,576,1
1787030,1,9.2654486,8.0350447,10.303308,10.893757,27,729,1
1787033,1,9.0574045,6.3067203,6.7001214,10.577049,24,576,1
1787034,1,9.9670296,6.7317843,-.3065967,11.198152,25,625,1
1787036,0,9.6709614,6.8835802,0,10.007303,23,529,1
1787185,1,9.7967892,6.5935073,-1.8614515,10.728862,23,529,1
1794030,1,10.257589,6.2625098,6.8667893,11.127501,27,729,1
1795031,0,9.3253794,6.345324,0,10.317252,23,529,1
1795186,1,9.2302752,3.5314507,7.4744592,10.555892,27,729,1
1798186,1,9.8595581,4.0507746,5.4335098,10.582443,26,676,1
1798193,1,10.132683,4.1597023,8.0120106,10.413167,28,784,1
1798195,1,9.290493,7.1334815,8.084053,10.37746,24,576,1
1799034,0,10.087799,2.2301965,0,10.387637,24,576,1
1799182,0,10.091804,2.9163423,0,10.948483,26,676,1
1802030,0,9.5915394,-.76298529,0,9.8565025,26,676,1
1802033,0,8.8157949,.16630836,0,10.19109,26,676,1
1802179,1,9.6582527,5.2989626,6.0600095,10.248954,25,625,1
1805032,0,9.5752783,-3.5160718,0,9.0289173,23,529,1
1805033,0,8.8782616,6.6550369,0,9.7024326,28,784,1
1805178,1,10.022709,7.787436,9.6142874,11.010801,25,625,1
1807031,0,9.1003008,6.1748953,0,9.9694777,25,625,1
1807033,1,8.6148129,5.9775987,-3.391284,9.6840734,24,576,1
1807034,1,9.5433474,8.3876581,9.7264261,11.239831,27,729,1
1807172,0,10.047463,9.7402391,0,11.06953,30,900,1
1807175,0,8.9551506,5.633172,0,8.153532,24,576,1
1807178,1,8.7454309,7.5344052,10.764253,9.8928318,23,529,1
1807179,0,9.8925743,7.1963873,0,11.910686,30,900,1
1810041,0,8.7178612,6.7386298,0,10.19091,25,625,1
1810043,0,8.171998,.3191652,0,9.1292925,25,625,1
1810185,0,10.003673,8.3597994,0,11.1458,29,841,1
1810186,0,9.6462727,6.0692487,0,10.291013,22,484,1
1817032,0,9.5594244,-1.1907563,0,10.417522,23,529,1
1821173,1,9.1215096,5.6776681,6.888886,10.924395,26,676,1
1822031,0,7.8568563,6.7939548,0,8.8879051,24,576,1
1822032,1,9.7015562,9.0219698,8.7172203,11.496134,25,625,1
1824176,0,8.9559546,5.8295956,0,9.3197603,24,576,1
1830030,1,10.044526,6.836256,9.0832977,10.848925,26,676,1
1830181,1,9.7408314,4.3826718,7.7667842,10.25204,23,529,1
1831031,0,9.4183378,-1.1712694,0,10.338412,25,625,1
1831032,0,8.575635,5.8742666,0,9.3137617,25,625,1
1837030,0,9.815856,2.0030651,0,10.477528,26,676,1
1837033,0,10.700995,3.5752139,0,8.1512365,23,529,1
1837034,0,9.1554451,-.26654342,0,9.0062656,24,576,1
1839030,0,10.127708,2.2332625,0,11.021145,29,841,1
1839031,0,10.161366,.21317478,0,11.021442,26,676,1
1839032,0,10.274151,-.14858441,0,9.2026358,30,900,1
1839177,1,9.8065004,1.2358599,11.508702,10.959255,22,484,1
1841033,1,9.1454687,5.541327,7.6392384,10.259665,27,729,1
1841173,1,9.8616247,5.9660158,8.8474588,10.69198,30,900,1
1845030,1,9.615346,7.1551666,9.1233091,11.02787,27,729,1
1850031,0,9.025568,-2.2756209,0,10.206805,23,529,1
1850033,0,8.3813734,2.6569424,0,8.7982931,23,529,1
1850178,1,9.6808825,7.1712627,9.215601,10.919197,26,676,1
1852030,0,9.1160173,4.1230211,0,8.9475746,28,784,1
1859030,0,9.1093483,7.5967317,0,10.146338,24,576,1
1859031,0,9.7040796,7.3344336,0,10.547493,25,625,1
1859032,0,10.658055,11.057968,0,9.4275427,22,484,1
1859033,0,8.9663668,5.7998042,0,9.8455791,23,529,1
1862171,1,9.7368011,8.4114494,.40338904,11.087482,28,784,1
1866030,0,8.4701986,-2.749126,0,9.1531401,23,529,1
1866031,0,9.2159796,5.1826706,0,9.5172243,27,729,1
1867030,0,10.026993,6.8639817,0,10.820834,28,784,1
1867033,0,8.9651651,6.6252456,0,9.1353207,24,576,1
1867034,1,8.9984484,7.6630764,10.747716,10.122795,23,529,1
1878031,0,8.3435497,3.3576274,0,9.1811113,28,784,1
1878032,0,8.5966797,5.7680669,0,9.544055,24,576,1
1879030,0,9.283803,-2.0908751,0,10.67409,30,900,1
1879031,0,8.6847572,3.5100012,0,9.1723528,25,625,1
1879033,0,9.1896658,7.3484612,0,8.1316299,23,529,1
1880033,0,8.9466734,-.87586361,0,9.879921,22,484,1
1880034,0,8.7073088,4.0188675,0,9.6969833,22,484,1
