pid,housing,log_consumption,log_liq_wealth,log_housing_wealth,log_income,age,age_sq,cons
4034,0,9.5761719,.84881777,0,9.307085,23,529,1
4035,0,8.9557228,7.3418975,0,9.6745176,22,484,1
4038,0,9.4901037,3.1074433,0,10.222929,22,484,1
4180,0,10.363554,1.257102,0,8.9259052,22,484,1
4195,0,10.135027,9.7576952,0,11.210274,28,784,1
4196,0,9.9398136,7.9666004,0,11.508284,26,676,1
4201,0,9.5262327,2.1051712,0,10.762138,29,841,1
5031,0,10.346013,6.310317,0,9.9903173,22,484,1
5175,0,8.3829689,.51164478,0,9.85501,24,576,1
5181,1,10.22803,5.8448405,9.3898335,11.112061,27,729,1
6032,0,8.8836689,4.5223117,0,9.8539133,24,576,1
6033,1,9.6749096,6.386848,6.1402712,10.656055,25,625,1
6034,0,9.447938,7.4230304,0,10.028888,27,729,1
6174,1,9.4429207,7.6760154,7.3330207,11.102114,25,625,1
7031,0,10.111771,.82933134,0,11.552353,27,729,1
7034,0,9.5684099,.84881777,0,7.9207907,24,576,1
7035,0,8.3404942,.84881777,0,11.400348,23,529,1
7038,0,9.0150499,-1.0778785,0,8.890028,23,529,1
7184,0,8.2595577,.84881777,0,10.956161,29,841,1
7185,0,9.2281427,.84881777,0,11.554334,27,729,1
7187,0,9.8631477,.82933134,0,10.719723,26,676,1
7194,1,10.049679,8.685461,8.1946669,8.888648,22,484,1
10030,0,9.5938931,8.8335752,0,11.246292,28,784,1
10031,0,9.6558142,3.9754832,0,11.149623,25,625,1
13031,0,8.647274,6.5334606,0,9.7609043,22,484,1
13178,0,10.004423,6.9828677,0,10.94072,24,576,1
14031,0,9.6619396,7.5030684,0,11.319194,23,529,1
16173,0,9.5653744,2.5910866,0,9.3256502,27,729,1
16175,0,9.6747189,-1.0411229,0,10.306666,23,529,1
16176,1,8.9968071,8.1428986,8.1305561,10.755786,25,625,1
18030,0,9.604003,6.8005462,0,11.273171,26,676,1
18035,1,10.177199,-.85637671,9.1936455,10.870767,25,625,1
18036,1,9.9902802,8.0288696,9.5115595,10.929173,25,625,1
18209,1,9.9943657,5.1826706,6.5295596,10.702848,30,900,1
19171,0,8.0900249,5.4848509,0,10.314305,29,841,1
23030,0,8.631958,6.2625098,0,10.481397,29,841,1
23031,0,10.341685,-1.1712694,0,10.592923,28,784,1
39030,0,9.055665,7.4936938,0,10.601997,28,784,1
39171,1,9.7215166,10.303712,11.253428,12.261178,27,729,1
40030,1,9.9989986,5.2991366,7.6935563,11.058477,29,841,1
40032,0,9.2473574,5.389812,0,10.001833,23,529,1
40034,0,9.0584431,7.757236,0,10.194483,22,484,1
40035,0,8.874507,1.342442,0,10.718202,23,529,1
40036,0,9.2252417,3.8881259,0,8.66117,23,529,1
40174,0,9.1715384,-1.1712694,0,10.355219,26,676,1
40181,1,9.504077,10.830556,8.2518616,10.551054,24,576,1
40190,0,9.5179338,-1.9121432,0,7.9722562,24,576,1
41031,1,10.282305,6.4470701,10.531111,11.226356,22,484,1
41177,0,8.4541483,1.2938576,0,9.8551035,26,676,1
41180,0,9.3130884,4.0825067,0,10.446276,22,484,1
41184,1,9.8565779,7.051477,7.5911202,9.9300823,24,576,1
41194,0,9.4420433,-.22980933,0,10.72804,30,900,1
41196,1,9.1719608,4.4879723,6.3593864,9.9877615,24,576,1
41203,0,8.5688267,1.342442,0,10.731761,24,576,1
46174,0,9.5079565,1.2938576,0,10.735661,23,529,1
47037,0,9.9711981,6.7506247,0,9.0886583,22,484,1
47174,1,9.7301826,6.8956103,8.5004988,10.673733,30,900,1
47175,0,8.9572363,7.2705503,0,10.621931,27,729,1
47176,1,9.3095856,4.5888114,6.1842546,10.364239,29,841,1
47182,1,9.3524933,7.6930146,7.7896838,10.572525,22,484,1
50030,0,9.9682102,4.0507746,0,9.7450466,25,625,1
53030,0,9.4249678,11.745888,0,11.755263,22,484,1
53031,1,9.674964,8.1207514,8.8640413,11.357577,23,529,1
53035,0,7.5735531,6.2052693,0,9.0898075,26,676,1
53236,0,9.8190212,1.7902784,0,11.605211,25,625,1
57184,0,9.1998816,3.1747229,0,10.214473,23,529,1
57185,0,8.4832773,3.3167601,0,10.612632,28,784,1
60033,1,9.3025999,5.9543085,4.2799444,9.6008272,26,676,1
60181,1,10.365594,8.5956211,8.2403765,9.4956236,28,784,1
61030,0,7.9602122,6.1165481,0,9.7174683,22,484,1
61031,0,8.3517551,5.7478642,0,9.1249695,23,529,1
61173,1,9.7064943,5.6172442,6.8733983,10.509418,26,676,1
61175,0,9.4749756,6.6553144,0,10.715603,24,576,1
79031,0,9.5280371,7.5287399,0,10.014906,23,529,1
79032,0,9.1387653,-3.4307323,0,9.7583866,23,529,1
84032,0,9.46663,9.4719973,0,11.681002,25,625,1
84183,0,10.002306,6.8213167,0,11.170334,25,625,1
88033,0,8.7888279,5.3649921,0,9.0709381,25,625,1
88035,1,9.5887012,9.4173613,10.029572,10.742027,22,484,1
88189,0,9.3539743,4.2222691,0,10.5936,26,676,1
88191,1,9.994709,5.541327,6.9787617,10.243827,27,729,1
89032,0,11.320484,-1.0411229,0,9.4051399,23,529,1
89033,0,9.9428625,2.4547446,0,10.269748,26,676,1
89034,0,8.9147978,4.5386734,0,10.168343,23,529,1
89174,0,9.7529831,5.8403134,0,10.213461,23,529,1
89179,0,9.5871916,2.9190488,0,10.720485,23,529,1
89181,0,10.033282,7.1379623,0,10.22578,26,676,1
91030,1,10.507958,7.9561629,8.5223074,10.505411,26,676,1
96175,0,9.8997345,7.8719478,0,10.812209,29,841,1
105030,0,9.8484154,3.9949696,0,9.7695036,24,576,1
105031,0,9.4707222,9.2568655,0,10.999055,22,484,1
105034,0,7.9483752,1.9553952,0,10.601391,22,484,1
105035,0,8.8802299,9.6247854,0,11.022256,22,484,1
105180,0,9.5880795,1.9553952,0,10.746427,22,484,1
105182,0,10.270181,2.2301965,0,11.068132,25,625,1
105183,0,9.5784254,2.2301965,0,11.086482,22,484,1
106173,0,9.7672977,1.9748821,0,10.517366,29,841,1
113031,0,10.126535,8.6275711,0,10.667514,28,784,1
113172,0,9.4111547,4.6802826,0,10.753107,26,676,1
114175,0,9.6332407,3.2415519,0,10.022185,24,576,1
114178,0,9.5101423,4.6374583,0,9.9356155,29,841,1
119031,0,7.8724098,-1.0411229,0,9.4326773,23,529,1
121033,0,8.7909288,8.375556,0,9.7856979,22,484,1
121174,1,9.4121675,4.3042397,-1.6779169,10.715635,22,484,1
121175,1,9.4840612,6.4076223,8.1389961,10.235508,24,576,1
121176,0,9.3190632,-.22980933,0,9.7611332,24,576,1
122175,1,9.5369024,4.7439218,-2.5416203,10.227899,26,676,1
122176,1,9.5892992,.97896427,11.031068,11.058825,30,900,1
126030,0,9.0034904,8.6758585,0,10.346448,23,529,1
127030,0,9.0987625,2.7293191,0,9.9985437,26,676,1
127031,1,9.4652338,4.1996255,9.2702713,9.5047789,25,625,1
127032,0,9.6394777,6.4573383,0,10.543514,25,625,1
127172,1,9.9457502,6.3214531,8.612402,11.07295,30,900,1
128030,0,8.8612633,6.9699297,0,9.0026493,23,529,1
129031,0,8.2120218,1.1637111,0,10.35107,23,529,1
129038,0,9.4147778,1.1442242,0,10.167089,23,529,1
129196,0,9.4309492,1.1637111,0,10.360621,29,841,1
129202,0,8.9538727,6.1340189,0,9.0513821,23,529,1
129206,0,8.6538219,4.2308755,0,10.143039,30,900,1
129209,0,10.687948,.085083447,0,10.213067,26,676,1
131030,0,9.1737804,1.1637111,0,11.003076,30,900,1
133174,0,10.003871,2.1050286,0,10.586476,25,625,1
138031,0,10.22696,6.836256,0,10.11721,27,729,1
145030,0,8.6386414,6.3404217,0,9.9072971,24,576,1
151035,0,8.5839167,4.8481793,0,8.1091881,22,484,1
151037,0,9.2533617,6.3106303,0,10.05633,23,529,1
151176,0,10.387798,10.146497,0,12.005945,28,784,1
151182,0,10.070116,9.3559561,0,11.398952,29,841,1
156030,1,9.6654825,7.7201514,9.7909737,11.337297,30,900,1
165031,0,8.6693802,1.6293035,0,9.7896624,24,576,1
165176,0,9.6384125,3.9764814,0,10.475557,28,784,1
166030,0,9.6266146,7.1099429,0,9.5929518,30,900,1
166171,1,9.0173483,6.7035456,6.3593864,10.262048,26,676,1
172186,1,9.544239,5.2273331,6.4826598,10.535639,27,729,1
173031,0,8.5162249,-.7262302,0,9.4328527,22,484,1
173032,0,8.1745548,4.6718454,0,9.7115946,26,676,1
173033,0,9.000205,2.4415071,0,10.43891,25,625,1
173036,0,9.8137226,5.8270154,0,9.8658314,24,576,1
173038,1,9.0078802,6.9699297,-.84575123,9.3818617,23,529,1
173176,0,8.7161131,7.905436,0,10.436027,25,625,1
173177,0,9.6755304,8.4467869,0,11.188283,29,841,1
174030,0,8.5633688,3.4210629,0,9.4531898,28,784,1
174035,1,8.3244228,5.4513416,6.6753798,10.218184,26,676,1
180031,0,9.0113926,4.3386269,0,9.9793787,22,484,1
181032,0,8.5836077,7.4390335,0,10.418157,24,576,1
181173,1,9.9050436,7.6399918,8.8447714,10.740892,29,841,1
181174,0,9.8963795,8.2506495,0,10.67162,22,484,1
186030,0,10.465528,-.87586361,0,9.4600668,22,484,1
190030,1,9.9150457,7.9342051,9.0529232,9.8998365,25,625,1
190032,0,9.4560699,4.675034,0,10.123795,24,576,1
190182,0,9.8061676,6.4612136,0,10.2324,25,625,1
190188,0,9.0299578,8.8405724,0,10.676743,22,484,1
191030,0,9.1470394,.99592441,0,10.058273,23,529,1
195176,0,9.9058056,9.6812944,0,10.729561,22,484,1
197030,1,9.0066643,-.91595513,10.809997,10.499392,25,625,1
198030,0,9.1378593,5.2073874,0,9.6834259,22,484,1
198031,0,9.350523,9.1549435,0,9.6724863,25,625,1
198176,0,9.2508116,7.0335684,0,10.89952,29,841,1
200030,0,9.673893,5.1496882,0,10.388535,22,484,1
200033,0,8.7874689,1.8715034,0,10.143471,30,900,1
200034,0,9.5194397,8.556777,0,10.218925,22,484,1
200035,0,8.6049976,7.256712,0,8.5375319,23,529,1
200180,0,9.5250931,.34332129,0,10.691756,23,529,1
209030,0,8.6976347,6.5086408,0,8.7807903,23,529,1
214030,1,9.3907375,6.7249236,7.8314056,10.600195,27,729,1
215030,0,9.7258625,4.9384727,0,10.77839,27,729,1
217031,0,8.9637089,9.9346581,0,9.4960213,22,484,1
217032,0,8.6228828,7.4434738,0,10.590921,24,576,1
221031,1,10.210597,8.445694,.096566275,11.622115,28,784,1
222031,1,8.8878613,7.4409795,9.7537193,10.16027,27,729,1
222032,0,9.0404501,7.0465074,0,9.5723333,23,529,1
223030,0,9.5311489,5.4370694,0,9.8470736,29,841,1
223031,0,8.975462,6.0656781,0,9.7954769,26,676,1
228030,0,9.4492302,6.0304313,0,10.140614,24,576,1
228031,0,8.2543898,6.9744301,0,10.562308,24,576,1
236030,0,9.9158955,2.6644802,0,10.139369,29,841,1
236031,0,9.4931545,4.3656673,0,8.5347757,23,529,1
238170,1,9.6995068,5.9750237,9.29424,10.520885,30,900,1
242177,1,10.201053,9.3470459,7.9321647,11.006704,23,529,1
242179,0,10.091844,6.0238476,0,10.690076,30,900,1
244030,0,9.5066586,4.3098626,0,10.679654,26,676,1
245034,0,9.6361609,2.9975672,0,11.561444,27,729,1
246031,0,10.633608,-3.4307323,0,9.036252,25,625,1
250030,1,9.7761631,7.7000184,10.601864,11.252995,29,841,1
250031,0,9.3366013,-.14858441,0,10.564765,27,729,1
257038,0,10.636534,6.3404217,0,10.297836,22,484,1
257175,0,9.979167,6.1107135,0,10.768652,28,784,1
263182,1,9.6083241,-1.1712694,9.5093336,9.9397039,26,676,1
263184,1,9.1632929,5.7680669,5.6315522,10.455449,25,625,1
265030,0,8.8635283,6.5338311,0,10.265128,29,841,1
267030,0,9.6204672,3.6935372,0,9.5352144,25,625,1
267172,1,9.3964539,6.5565238,7.6464543,10.196552,24,576,1
277191,1,10.036965,5.7555232,8.2957115,10.504885,28,784,1
277195,0,9.43571,5.2986803,0,9.5318813,23,529,1
280030,0,9.1883764,4.8324475,0,9.9066963,23,529,1
280031,1,9.2360373,5.181119,7.9935169,10.319524,25,625,1
280179,0,9.2414865,4.0378361,0,9.1271391,25,625,1
280180,1,9.5116901,7.6630764,8.7328129,10.424375,22,484,1
287032,1,8.6859331,7.4837036,8.734292,10.271544,29,841,1
287034,0,9.6640511,5.8559422,0,11.356271,30,900,1
287035,0,11.173325,5.0161829,0,9.4760237,28,784,1
287037,0,7.7378159,3.216558,0,8.3431053,28,784,1
287181,0,10.111469,7.9197555,0,10.936168,25,625,1
287185,0,9.2969694,-.14858441,0,10.008665,22,484,1
297040,0,7.6529717,-.76298529,0,9.1155653,27,729,1
297041,0,9.8950815,6.4180684,0,11.09374,29,841,1
297045,0,8.8116407,4.9711189,0,10.066674,23,529,1
297046,1,10.097611,10.153888,13.146937,11.454907,24,576,1
297187,0,10.056771,8.4289045,0,10.957578,27,729,1
297189,0,9.4264364,6.6060781,0,10.629775,27,729,1
297190,0,7.7858515,2.2137761,0,10.896145,23,529,1
297191,1,9.6981049,7.4401946,8.9046946,10.847847,26,676,1
297197,0,9.655365,3.0417793,0,10.562463,27,729,1
297198,0,9.5623474,8.0984802,0,11.600861,25,625,1
297200,0,9.1998005,.16630836,0,10.905744,27,729,1
301030,0,8.1927004,1.8804832,0,8.3213205,26,676,1
301032,1,9.5640774,2.5591197,8.0689898,9.8261499,26,676,1
301033,1,9.5278606,5.8742666,6.9879942,11.387646,29,841,1
301182,1,9.6067009,7.4837036,9.2561607,10.975969,29,841,1
302030,0,8.8880138,4.7439218,0,9.795805,24,576,1
302035,0,9.9761791,7.4729886,0,9.885951,22,484,1
302189,0,9.8615179,4.6718454,0,9.8406248,23,529,1
303030,0,8.661787,8.5381851,0,9.8453598,24,576,1
308034,1,8.791048,5.4492984,6.527195,10.246708,23,529,1
308035,0,8.4830637,-.45041659,0,8.9808683,23,529,1
308037,0,8.688879,3.6685433,0,9.6141863,24,576,1
308189,0,8.9685745,5.7849684,0,10.428991,24,576,1
308190,1,9.6784134,5.7236485,7.8950529,10.330324,27,729,1
308194,0,9.4727392,2.4708538,0,10.746928,27,729,1
311179,0,10.560171,4.1864567,0,10.940189,26,676,1
312030,0,9.0186338,-.85637671,0,10.148311,26,676,1
312031,0,10.038082,9.421339,0,9.7592821,24,576,1
312173,1,9.6750574,-.85637671,7.8718896,10.823139,23,529,1
317030,0,9.0117464,5.709125,0,10.019758,27,729,1
317034,0,8.7478333,.39362714,0,8.7880478,24,576,1
317035,1,10.375365,4.959528,-1.8607005,10.803196,27,729,1
317173,1,10.022941,-3.9438424,-2.8320036,10.052206,26,676,1
319181,1,9.7676315,7.0904403,9.4397974,11.041441,25,625,1
321030,0,9.2019711,.18296666,0,9.0373764,23,529,1
321031,0,8.6924486,4.9399285,0,9.9900999,24,576,1
321175,0,10.507689,6.0835767,0,10.041044,23,529,1
321177,1,8.533082,7.9209676,7.7636871,10.583445,24,576,1
321182,1,9.5032043,4.9867382,8.4775963,10.419028,29,841,1
321183,1,9.7251215,3.8121123,-1.9598149,11.004426,30,900,1
321184,1,10.142871,10.194724,9.7807693,12.052053,30,900,1
323030,1,9.0067425,5.0749192,8.627284,10.480142,24,576,1
323031,0,9.1151037,6.4530754,0,10.595586,26,676,1
326030,0,9.2045698,3.2667778,0,9.6510448,24,576,1
326180,0,8.5461082,5.8598161,0,10.010132,25,625,1
326181,1,9.6200085,6.5935073,6.8825088,10.639952,23,529,1
327030,1,9.6352863,8.8670158,7.736095,11.320821,29,841,1
327031,1,10.282815,4.7439218,7.5129514,10.269571,27,729,1
327032,0,8.3299007,4.1996255,0,10.009184,28,784,1
327173,1,10.476603,8.0706511,7.595161,12.359268,30,900,1
331031,0,8.8819971,6.4430614,0,8.6382771,29,841,1
331032,0,8.7915773,-.91595513,0,10.213209,22,484,1
331172,0,9.028079,5.8758183,0,8.6612587,23,529,1
331175,0,8.6730309,-.22980933,0,9.2655964,22,484,1
338173,1,10.163117,7.472815,9.8249874,11.848143,30,900,1
338174,0,10.505339,8.0730429,0,11.450652,27,729,1
343030,1,9.9426928,7.6147914,9.0025167,10.766224,28,784,1
344030,0,8.8761711,4.1903663,0,8.9564095,30,900,1
344032,0,9.7637882,6.5644646,0,10.574656,27,729,1
344187,0,10.404901,11.741773,0,12.190709,29,841,1
351031,0,10.100859,1.2938576,0,10.546159,23,529,1
351032,0,8.6781111,6.8628039,0,8.673955,22,484,1
351034,0,-.060503792,-.60106236,0,9.5308189,22,484,1
351036,0,9.1939821,5.3604918,0,10.72548,29,841,1
351177,0,9.770915,2.4415071,0,10.761757,22,484,1
352031,0,9.4942389,6.8310719,0,10.6091,25,625,1
352171,1,9.4934559,6.7588248,7.3053126,10.734459,30,900,1
354030,0,9.2416353,-1.1907563,0,9.2554226,22,484,1
355175,0,10.354709,6.4321709,0,11.187141,25,625,1
356030,1,9.8356218,5.7324595,9.1936455,10.938209,26,676,1
361176,0,9.7564545,-1.3830824,0,10.126766,27,729,1
368031,0,9.6660604,8.6933165,0,9.7012482,28,784,1
391030,0,9.3887997,5.3352699,0,9.2988729,24,576,1
391031,0,10.44312,4.735146,0,10.507463,25,625,1
391175,0,10.67186,4.8617053,0,11.553901,30,900,1
409031,0,10.014467,4.099565,0,9.6435099,23,529,1
409181,0,10.670453,5.181119,0,10.522796,27,729,1
409182,0,9.8275461,8.2230663,0,11.698345,27,729,1
412032,0,8.5459442,6.1737056,0,9.8122635,24,576,1
414031,0,9.1014671,8.0513239,0,10.486515,22,484,1
414033,0,8.2422495,4.5052595,0,9.7672195,30,900,1
414035,0,9.6032391,6.3048706,0,10.392814,24,576,1
414036,0,8.1738873,4.2319932,0,9.378768,24,576,1
414038,0,8.7197428,6.4059405,0,9.4526453,26,676,1
419030,0,8.4015312,2.2897747,0,11.27917,26,676,1
419031,0,9.4224787,11.499731,0,10.524948,25,625,1
423031,0,9.7230263,-.60106236,0,9.7418566,25,625,1
424030,0,9.5238857,4.9670653,0,10.283876,27,729,1
424175,0,9.2534018,5.2294297,0,10.335168,26,676,1
428030,0,9.4349041,8.5117407,0,10.085525,23,529,1
428031,0,8.7691011,9.4395809,0,9.2231827,25,625,1
432174,0,10.562448,.97896427,0,11.674822,25,625,1
433030,0,10.474659,5.4175663,0,10.382153,30,900,1
433033,0,9.7161188,1.7902784,0,10.802005,24,576,1
433180,1,9.5043039,8.8112259,-.3065967,11.270192,27,729,1
436030,1,9.275507,4.0507746,6.5321221,9.9117289,29,841,1
436031,0,10.043502,2.4413366,0,9.7789478,26,676,1
436034,0,9.7621202,8.3900709,0,11.333562,29,841,1
436176,1,9.3779898,3.4654818,8.0294476,10.669731,26,676,1
436179,0,9.1372528,5.6366363,0,9.037674,23,529,1
440171,0,9.6112452,5.5693626,0,11.094159,27,729,1
440172,0,9.5624428,4.1586289,0,10.000438,23,529,1
441030,0,8.2896166,4.5054297,0,9.7700119,26,676,1
441031,0,9.4445543,3.9764814,0,9.7944593,24,576,1
444030,1,9.4121294,6.8310719,10.082908,10.847237,29,841,1
444171,1,9.6229725,4.1230211,5.7924476,9.7605534,24,576,1
445031,0,9.5814829,-.17818742,0,8.9416151,23,529,1
445177,0,8.897274,-2.1504531,0,10.265577,29,841,1
449030,0,9.6283216,2.2897747,0,10.209821,22,484,1
450030,1,9.2662792,6.3513131,7.7498431,10.483456,26,676,1
450183,0,9.8805637,8.1891699,0,11.499688,27,729,1
452030,0,8.9138575,-.48214868,0,9.1716089,26,676,1
452031,1,9.9523478,9.1336575,8.8834906,10.612117,28,784,1
452033,0,9.7674494,7.7525468,0,10.703899,22,484,1
452034,0,10.155293,1.4190254,0,10.646932,24,576,1
455180,1,9.6852531,5.5965734,7.7510648,10.408387,28,784,1
455183,1,9.6185923,7.3343592,8.4979343,11.165347,23,529,1
461031,0,9.4892015,5.994638,0,10.108763,22,484,1
465032,0,10.349214,8.4314194,0,10.730217,25,625,1
473033,1,9.3907022,5.7262845,3.7432387,10.890982,27,729,1
473034,0,9.003871,-.36275294,0,9.9547443,26,676,1
473172,1,9.5818462,5.8697448,7.988225,10.275716,29,841,1
473179,0,9.7657204,5.9574828,0,10.227485,25,625,1
473181,0,8.9561472,6.5803061,0,.4126921,24,576,1
473186,0,9.4904823,-.36275294,0,11.176183,22,484,1
476030,1,10.273697,4.7878547,8.8382463,11.223384,28,784,1
476031,0,9.0467148,6.4440055,0,10.154543,25,625,1
478031,1,9.6564817,6.8038607,-.98751682,11.089189,28,784,1
478032,0,10.822286,7.9076576,0,11.073526,26,676,1
478033,0,9.8093863,7.1350331,0,10.753994,26,676,1
478034,0,9.9162302,2.8468018,0,9.3481655,26,676,1
478035,1,10.172681,8.4433661,9.3165722,11.384311,25,625,1
478039,0,7.8766456,-.14858441,0,-.039456334,23,529,1
478179,0,10.358443,6.2911854,0,9.5307884,23,529,1
487178,0,9.3260689,6.8888369,0,10.933646,27,729,1
490172,1,9.9856262,-2.0908751,8.7318945,10.384362,30,900,1
495032,0,10.105008,5.1944227,0,10.355219,26,676,1
495171,0,9.30795,8.3403339,0,11.226219,27,729,1
496179,1,10.56726,5.4175663,7.5754008,10.631739,23,529,1
496180,0,8.8895502,7.6458583,0,8.9784298,23,529,1
496184,0,8.2539949,6.1031756,0,9.6696825,22,484,1
496190,0,10.020485,6.3972926,0,11.369712,30,900,1
497172,1,9.9191942,8.9439278,10.10113,11.353396,28,784,1
503030,1,9.2472038,5.8842554,7.9742084,10.794143,30,900,1
508178,0,10.057825,5.2744207,0,8.3734875,22,484,1
508179,0,9.5589399,6.7578168,0,10.926784,22,484,1
510170,1,9.7735481,6.8221259,8.0707626,11.007261,28,784,1
517173,0,10.333955,5.7540388,0,10.94744,25,625,1
519171,0,9.5341511,5.6089196,0,10.050653,25,625,1
534030,0,8.5365639,3.2417374,0,9.1154051,23,529,1
534171,1,9.8047771,8.0350447,10.11953,10.970717,30,900,1
534172,1,9.5678358,6.0068369,7.2119131,10.586626,27,729,1
541032,0,8.9329071,3.1934266,0,9.1431265,23,529,1
541174,1,9.7273512,-3.8309646,8.47966,10.551802,26,676,1
542030,1,9.7161951,5.0750937,7.2283864,10.71672,24,576,1
544030,0,8.7520247,2.979373,0,9.1723528,25,625,1
544031,0,8.9485636,-1.0778785,0,9.8383017,25,625,1
548033,0,9.1095409,4.652247,0,10.609368,23,529,1
548034,0,10.00689,-1.0778785,0,9.7845325,23,529,1
548195,0,10.240421,8.1056795,0,10.992078,29,841,1
556030,1,10.0694,2.9190488,9.7044716,11.060811,27,729,1
556035,0,9.5997477,4.2308755,0,8.9404955,22,484,1
556175,0,10.014282,3.6725202,0,10.088644,28,784,1
556178,0,9.1533871,6.839582,0,10.713271,22,484,1
557178,0,10.013258,7.3958721,0,10.533072,23,529,1
563035,0,10.186147,.82933134,0,11.003658,24,576,1
563041,0,9.2377653,3.0465376,0,9.8000593,22,484,1
563042,0,9.343833,1.7973075,0,9.2876348,25,625,1
563043,1,10.686258,7.1658621,7.9820685,10.768949,23,529,1
564031,1,9.954114,7.437654,10.519626,10.559848,25,625,1
569031,0,8.8137112,1.2340078,0,10.937553,23,529,1
570033,0,9.7269058,2.4685061,0,9.5376186,28,784,1
573030,0,9.8288765,6.5176725,0,11.459492,30,900,1
573031,0,9.9082575,6.386848,0,9.4809027,27,729,1
579030,1,9.1704979,8.1432695,10.93529,10.423532,29,841,1
582031,0,9.9603777,6.9118896,0,11.119205,24,576,1
582032,0,9.7521496,6.7012587,0,10.631516,22,484,1
586174,0,11.260914,8.4157925,0,10.826171,25,625,1
595030,0,8.8014193,4.0507746,0,9.9681902,27,729,1
595031,0,8.6006956,-3.924356,0,10.17324,26,676,1
596031,0,7.088109,4.7872376,0,8.7567997,26,676,1
596032,0,8.9216757,4.1586289,0,8.8982477,25,625,1
596034,0,8.3822298,4.8279767,0,9.4165258,24,576,1
596035,0,9.0428896,4.1550322,0,9.4181843,24,576,1
596036,0,9.9460974,6.4929519,0,10.228305,26,676,1
597030,0,9.8650522,-1.1712694,0,10.257238,23,529,1
599180,1,9.8439617,7.7518835,8.7784863,11.290998,25,625,1
602030,1,9.7438898,7.6199756,.59858519,11.011833,30,900,1
602031,0,9.4929018,.84881777,0,10.243178,27,729,1
602032,0,9.7648573,3.1149814,0,9.1906805,23,529,1
602188,0,9.7760353,2.4885771,0,10.593881,22,484,1
602199,1,10.005653,7.4509635,-.93200105,11.390926,23,529,1
607032,0,9.6570225,-1.0411229,0,10.200844,28,784,1
607037,1,9.689187,5.6283054,7.1083236,10.084945,26,676,1
607039,0,9.2406425,8.3162746,0,10.831007,24,576,1
607041,0,9.4605627,5.6174827,0,8.1725798,22,484,1
608033,1,9.1560001,7.4970078,9.2901983,10.146964,26,676,1
608036,1,9.4524021,7.8292184,7.6595707,10.657747,27,729,1
616030,1,9.825573,6.4059405,10.400679,8.4204159,25,625,1
620176,0,10.562431,8.1394215,0,11.384803,30,900,1
624172,0,9.0254669,-1.5972509,0,10.285554,22,484,1
624173,0,9.6719418,8.4623175,0,8.994009,22,484,1
624178,1,10.015321,5.0430183,8.138381,11.314618,27,729,1
625031,0,10.013515,4.8691959,0,11.336904,23,529,1
626031,1,10.613676,7.437654,11.099444,11.575768,28,784,1
626035,1,9.9340839,7.5457978,8.9335232,10.617583,25,625,1
626039,0,9.138732,6.9527116,0,9.6953878,22,484,1
626042,0,9.0327902,-.36275294,0,9.9934225,30,900,1
626186,0,10.213994,1.5055437,0,10.279849,24,576,1
626201,1,8.7956257,6.2187419,8.514225,10.506317,24,576,1
626202,0,10.026763,6.624207,0,11.090452,24,576,1
626204,0,9.1640139,5.1473403,0,10.681282,22,484,1
626214,1,10.052207,5.8618927,8.6325741,10.482294,29,841,1
628030,1,9.1877279,4.7439218,7.3794198,7.5716729,30,900,1
628031,0,9.4813595,3.2833343,0,10.258137,29,841,1
628032,0,8.7576323,3.2833343,0,9.5802574,23,529,1
628033,0,10.280891,7.4889836,0,9.5418139,23,529,1
630030,0,9.2233524,4.9456019,0,9.388485,23,529,1
630031,0,10.343775,5.7236485,0,10.019639,23,529,1
630032,0,8.7823935,1.5239429,0,9.55935,24,576,1
630174,0,9.9674234,7.9498596,0,10.483442,26,676,1
631031,0,9.1080132,4.1230211,0,8.6571302,23,529,1
631032,1,9.7738323,6.8355927,-1.349521,10.791434,26,676,1
631035,0,9.617382,4.0080447,0,9.0359306,25,625,1
632176,0,9.2472811,5.8720512,0,10.49688,22,484,1
632187,0,10.138275,-.7262302,0,10.819147,24,576,1
633039,1,9.9068165,-.14858441,11.866997,10.252302,23,529,1
633040,0,8.5954342,-.14858441,0,11.292769,22,484,1
633184,0,9.5382528,7.6458583,0,10.794,27,729,1
634031,0,9.0734673,1.8715034,0,10.640574,26,676,1
634180,0,9.1194649,9.3647194,0,10.975424,22,484,1
634182,1,9.9032288,11.323368,3.0633657,11.597409,23,529,1
636031,0,9.7085066,1.342442,0,10.346296,23,529,1
636032,0,8.5248489,1.7777066,0,10.192251,23,529,1
644030,0,9.3611679,.84881777,0,9.461236,24,576,1
644031,0,8.6958599,7.3944063,0,9.8768473,23,529,1
644174,1,9.6726322,6.9915085,7.9820685,10.847808,27,729,1
647032,0,9.3707209,5.541048,0,10.553464,23,529,1
647033,0,9.8364267,6.3230047,0,10.276236,23,529,1
647188,0,9.0827599,5.6135731,0,9.7134018,22,484,1
649032,0,9.3825731,7.9507589,0,10.309964,26,676,1
650032,0,8.9181862,-1.1494145,0,8.6465082,29,841,1
652030,0,9.5175133,4.8481793,0,9.9195623,24,576,1
652031,1,9.3118324,5.9323754,8.1221676,10.921582,27,729,1
654030,0,9.4581213,2.5135837,0,9.3470812,27,729,1
654031,0,9.8278723,8.3131227,0,11.252995,22,484,1
