pid,housing,log_consumption,log_liq_wealth,log_housing_wealth,log_income,age,age_sq,cons
1,0,9.4159927,4.7229643,0,10.17657,25,625,1
1,1,9.8356714,7.2894979,8.7083473,10.994726,25,625,1
