c1,xvar1,xvar2
.026852528,log_housing_wealth,L_log_liq_wealth
.02515283,log_housing_wealth,L2_log_liq_wealth
.41556624,log_housing_wealth,L_log_housing_wealth
.14697213,log_housing_wealth,L2_log_housing_wealth
.049041569,log_housing_wealth,L_log_income
.031892169,log_housing_wealth,L2_log_income
-.072921135,log_housing_wealth,L_log_mortgage
-.027188163,log_housing_wealth,L2_log_mortgage
-.43562004,log_housing_wealth,L_WHtM
-.17669897,log_housing_wealth,L2_WHtM
.20378369,log_housing_wealth,L_PHtM
-.11076793,log_housing_wealth,L2_PHtM
.84956324,log_housing_wealth,L_dummy_mort
.11648525,log_housing_wealth,L2_dummy_mort
5.5462861,log_housing_wealth,L_housing
-1.0183219,log_housing_wealth,L2_housing
-.17920728,log_housing_wealth,age
.0044233887,log_housing_wealth,age2
-.000031982981,log_housing_wealth,age3
9.6865616,log_housing_wealth,bought
-.93932992,log_housing_wealth,L_bought
-.55768144,log_housing_wealth,L2_bought
.70629346,log_housing_wealth,L_underwater
2.1283906,log_housing_wealth,L2_underwater
.85741675,log_housing_wealth,_cons
.22658671,log_income,L_log_consumption
.086732551,log_income,L2_log_consumption
.02454951,log_income,L_log_liq_wealth
.0090901833,log_income,L2_log_liq_wealth
.0021833919,log_income,L_log_housing_wealth
.0029641306,log_income,L2_log_housing_wealth
.33025888,log_income,L_log_income
.19210887,log_income,L2_log_income
.021720825,log_income,L_log_mortgage
.0069889738,log_income,L2_log_mortgage
.035696916,log_income,L_WHtM
.011296481,log_income,L2_WHtM
-.010398345,log_income,L_PHtM
-.038572658,log_income,L2_PHtM
-.15907589,log_income,L_dummy_mort
.0023975358,log_income,L2_dummy_mort
.20504008,log_income,L_housing
-.25726402,log_income,L2_housing
.11325236,log_income,age
-.0025511561,log_income,age2
.00001788523,log_income,age3
.21280204,log_income,bought
-.18679839,log_income,L_bought
-.085277595,log_income,L2_bought
.078282773,log_income,L_underwater
-.037413504,log_income,L2_underwater
.32517847,log_income,_cons
.013491522,log_mortgage,L_log_consumption
-.0035338071,log_mortgage,L2_log_consumption
-.01525734,log_mortgage,L_log_liq_wealth
-.0096785119,log_mortgage,L2_log_liq_wealth
.0202346,log_mortgage,L_log_housing_wealth
.0017294708,log_mortgage,L2_log_housing_wealth
.091983773,log_mortgage,L_log_income
.051067602,log_mortgage,L2_log_income
.61222643,log_mortgage,L_log_mortgage
.30535886,log_mortgage,L2_log_mortgage
-.29574031,log_mortgage,L_WHtM
-.032843418,log_mortgage,L2_WHtM
-.069045864,log_mortgage,L_PHtM
-.30931807,log_mortgage,L2_PHtM
-.71327388,log_mortgage,L_dummy_mort
-.79217064,log_mortgage,L2_dummy_mort
3.2724042,log_mortgage,L_housing
-2.1164494,log_mortgage,L2_housing
-.061696339,log_mortgage,age
.0018710245,log_mortgage,age2
-.000019392717,log_mortgage,age3
8.1881952,log_mortgage,bought
-.52426541,log_mortgage,L_bought
-.096596688,log_mortgage,L2_bought
-1.912444,log_mortgage,L_underwater
-.076681271,log_mortgage,L2_underwater
-.36568311,log_mortgage,_cons
.011558273,WHtM,L_log_consumption
.010594593,WHtM,L2_log_consumption
-.004468157,WHtM,L_log_liq_wealth
.00021057621,WHtM,L2_log_liq_wealth
-.0040552076,WHtM,L_log_housing_wealth
-.0018279948,WHtM,L2_log_housing_wealth
-.0079708612,WHtM,L_log_income
-.0068176016,WHtM,L2_log_income
.021325648,WHtM,L_log_mortgage
.018077325,WHtM,L2_log_mortgage
.29899859,WHtM,L_WHtM
.21667649,WHtM,L2_WHtM
.012317357,WHtM,L_PHtM
.051390745,WHtM,L2_PHtM
-.21230805,WHtM,L_dummy_mort
-.19273855,WHtM,L2_dummy_mort
.37807879,WHtM,L_housing
-.12046503,WHtM,L2_housing
-.018786881,WHtM,age
.00051126425,WHtM,age2
-4.2834754e-06,WHtM,age3
.56002527,WHtM,bought
-.079051644,WHtM,L_bought
.010357679,WHtM,L2_bought
.042176809,WHtM,L_underwater
.027827028,WHtM,L2_underwater
.1273203,WHtM,_cons
.0044149794,PHtM,L_log_consumption
.006466649,PHtM,L2_log_consumption
-.00069399201,PHtM,L_log_liq_wealth
-.00089924462,PHtM,L2_log_liq_wealth
-.0017245247,PHtM,L_log_housing_wealth
-.0012674421,PHtM,L2_log_housing_wealth
-.009332953,PHtM,L_log_income
-.0026053987,PHtM,L2_log_income
-.00048371736,PHtM,L_log_mortgage
.0054594846,PHtM,L2_log_mortgage
.017993718,PHtM,L_WHtM
.01911656,PHtM,L2_WHtM
.31725401,PHtM,L_PHtM
.2198735,PHtM,L2_PHtM
-.010344628,PHtM,L_dummy_mort
-.060806155,PHtM,L2_dummy_mort
-.42258978,PHtM,L_housing
.13951306,PHtM,L2_housing
.034109045,PHtM,age
-.00071798166,PHtM,age2
4.8627799e-06,PHtM,age3
-.63568711,PHtM,bought
.10001713,PHtM,L_bought
.031963106,PHtM,L2_bought
.040147845,PHtM,L_underwater
-.082293376,PHtM,L2_underwater
-.14522986,PHtM,_cons
-.00021769662,dummy_mort,L_log_consumption
-.00021083352,dummy_mort,L2_log_consumption
-.0025606945,dummy_mort,L_log_liq_wealth
-.0020773851,dummy_mort,L2_log_liq_wealth
.0010130849,dummy_mort,L_log_housing_wealth
-.00010429413,dummy_mort,L2_log_housing_wealth
.0072493325,dummy_mort,L_log_income
.0040688151,dummy_mort,L2_log_income
.0012257544,dummy_mort,L_log_mortgage
.0078627793,dummy_mort,L2_log_mortgage
-.035150062,dummy_mort,L_WHtM
-.013158409,dummy_mort,L2_WHtM
-.017603932,dummy_mort,L_PHtM
-.036381982,dummy_mort,L2_PHtM
.53451437,dummy_mort,L_dummy_mort
.136871,dummy_mort,L2_dummy_mort
.29032084,dummy_mort,L_housing
-.17450185,dummy_mort,L2_housing
-.0093908384,dummy_mort,age
.00026168881,dummy_mort,age2
-2.4602152e-06,dummy_mort,age3
.72874337,dummy_mort,bought
-.037187759,dummy_mort,L_bought
-.015675597,dummy_mort,L2_bought
-.17613438,dummy_mort,L_underwater
.0051972815,dummy_mort,L2_underwater
.071626201,dummy_mort,_cons
-.0011585479,housing,L_log_consumption
-.0013791722,housing,L2_log_consumption
.000674451,housing,L_log_liq_wealth
.00085830985,housing,L2_log_liq_wealth
.0031687357,housing,L_log_housing_wealth
.0011880792,housing,L2_log_housing_wealth
.0035445192,housing,L_log_income
.0013305292,housing,L2_log_income
-.0058612358,housing,L_log_mortgage
.0015925678,housing,L2_log_mortgage
-.025240082,housing,L_WHtM
-.0080424128,housing,L2_WHtM
.012916173,housing,L_PHtM
-.01872375,housing,L2_PHtM
.094851561,housing,L_dummy_mort
-.026789807,housing,L2_dummy_mort
.9064635,housing,L_housing
-.010646284,housing,L2_housing
-.001422925,housing,age
.000052112664,housing,age2
-4.1129042e-07,housing,age3
.99815011,housing,bought
-.091359876,housing,L_bought
-.038614519,housing,L2_bought
-.083558932,housing,L_underwater
.10374535,housing,L2_underwater
-.030515378,housing,_cons
