d_c,lag_log_a,_Iage_group_1,_Iage_group_2,_Iage_group_3
.53168869,10.872448,1,0,0
-.36495972,10.680624,1,0,0
.3882103,9.7120152,0,1,0
.47037601,10.22284,1,0,0
.11190605,9.4244137,1,0,0
-.2183466,13.081077,0,0,1
-.27634048,8.1026459,1,0,0
-.36593914,10.19419,1,0,0
.27334499,11.524054,1,0,0
.20112991,10.277716,0,0,1
-.64025211,10.890738,0,0,1
.22061348,10.402445,0,0,1
-.24928093,10.130255,0,0,1
.16456413,8.7439604,0,0,0
-.19818401,8.6791439,1,0,0
.075935364,7.6971121,1,0,0
.4413662,9.2935257,1,0,0
-.059583664,9.2420921,1,0,0
-.44019127,10.584766,1,0,0
-.65624905,10.353398,1,0,0
.32530308,11.503775,1,0,0
.34076595,9.2935257,1,0,0
.14290714,10.158382,0,1,0
-.14778328,10.694047,1,0,0
.16047668,10.67982,1,0,0
.038211823,10.216652,1,0,0
-.19363022,11.409118,0,0,1
.18088055,11.118997,0,0,1
-.23494625,13.529205,0,0,1
-.0071601868,13.125987,0,0,1
.31218243,13.379624,0,0,1
-.16354561,13.218573,0,0,1
-.070573807,10.500859,0,1,0
.25986481,11.529889,0,0,1
.10253334,11.103263,0,0,1
-.031028748,11.962836,0,0,1
.089032173,7.069706,0,0,1
-.090288162,8.6682777,0,0,0
-.18209743,9.3066177,0,0,0
.91032124,7.6651511,1,0,0
.40001774,9.30655,1,0,0
.36786747,9.2935257,1,0,0
.31438255,9.2420921,1,0,0
-.68884182,7.9751306,0,1,0
.19557667,8.3257895,0,0,1
-.60878181,10.073941,0,0,1
-.30558777,11.634333,0,0,1
.35956001,9.3722916,0,0,1
.036161423,12.04739,0,0,1
-.1752882,6.9327402,0,0,1
.34014034,8.9112244,0,0,1
.58828068,9.7777567,0,0,0
.1513319,9.30655,0,0,0
.35050583,8.0704412,1,0,0
.028013229,9.8916187,1,0,0
.68315983,9.9967241,1,0,0
-.45847797,9.149148,1,0,0
.025673866,8.6134024,0,1,0
.34235954,7.9751306,0,1,0
-.015506744,10.64928,0,0,1
-.27396488,7.0040331,0,0,1
.0019798279,10.550865,0,0,1
.33661842,9.584569,0,0,1
-.38399887,8.1683187,0,0,1
.52366734,7.40943,0,0,1
-.11586857,6.9909406,0,0,1
-.57888126,9.7727203,0,0,1
.26762867,7.9203238,0,0,0
-.16298771,7.8767161,0,0,0
-.30322552,7.7628531,1,0,0
.14863014,7.5345931,1,0,0
.16815376,6.9909406,1,0,0
.02093029,8.3258009,1,0,0
-.28440475,9.3614254,1,0,0
.0060214996,10.941185,0,0,0
.41951084,9.3614254,0,1,0
-.59727669,7.2271767,0,1,0
.18270683,8.3780384,0,0,1
-.59012604,8.3257895,1,0,0
.64521885,8.0998592,1,0,0
.84907436,9.4861536,0,0,0
-.4376955,10.353398,1,0,0
-.58800316,7.3658905,0,0,0
.5256443,8.6386003,0,0,0
-.7548914,7.1812472,1,0,0
.39031029,8.5080423,1,0,0
.064130783,8.1334295,1,0,0
-.04348278,11.361357,0,0,0
-1.0101967,7.7628531,1,0,0
.60132313,10.810627,1,0,0
-.42397499,10.998274,1,0,0
.49702358,11.033852,1,0,0
.20520115,11.623583,0,0,0
.20887566,11.748897,0,0,0
-.39694405,12.237812,0,0,1
-.073192596,10.373026,0,0,1
.19135189,10.708417,0,0,1
-.40213299,12.0356,0,0,1
-.4511137,9.2968864,0,0,0
.28978157,9.8469334,0,1,0
1.0598278,10.940749,0,1,0
-.49589539,11.033716,0,0,1
-.51401711,9.9378834,0,0,1
.20286751,9.9029198,0,0,1
-.005396843,10.095007,0,0,1
.0079164505,10.628527,0,0,1
-.90140438,7.0588398,0,0,1
.77359295,7.8690305,0,0,1
.023274422,7.8767161,0,0,1
.516922,8.2331352,0,0,1
-.1162138,9.149148,0,0,1
-.062781334,8.3902597,1,0,0
.042685509,8.600378,1,0,0
.23456383,8.0381193,0,1,0
.090307236,9.4888716,0,0,0
-.28776932,8.600378,1,0,0
-.14886093,8.3258009,1,0,0
.056596756,7.3274126,0,0,0
.21209717,8.6682777,0,0,1
-.0010156631,10.523013,0,0,1
.25962543,8.8883171,0,0,1
.11193848,9.8425732,0,0,1
.14420509,8.3805962,0,0,1
-.35219669,8.613471,0,0,1
.10165596,9.1294794,0,0,1
.10070324,9.2139645,0,0,1
.23984051,10.327803,0,0,1
.56729603,8.5698633,1,0,0
-.30822086,9.6994724,1,0,0
1.0259314,8.8285141,1,0,0
.10736084,8.3257895,1,0,0
.5447073,9.8422947,1,0,0
.23703766,7.7628531,1,0,0
.29590321,8.9544096,1,0,0
.26627827,7.069706,1,0,0
-.26358414,7.2018709,1,0,0
1.2633314,7.8767161,0,0,0
.68943214,7.1345229,0,0,0
.39463711,8.4560003,1,0,0
-.22701263,8.5080423,1,0,0
.60954285,13.591902,0,1,0
-.4386549,12.564714,0,0,1
-.11649513,12.233425,0,0,1
-.20700073,12.061776,0,0,1
-.20021343,12.416814,0,0,1
.35258961,12.097715,0,0,1
.34900951,9.6359587,0,0,0
-.15406799,10.164657,1,0,0
.24386311,8.8614655,1,0,0
.36442184,8.9498749,1,0,0
.27208519,8.9368505,1,0,0
-.060049057,8.5489445,1,0,0
-.34489155,11.277913,0,0,1
-.68858433,9.3722916,0,0,1
.98390579,8.9498749,0,0,1
.23662376,12.000483,0,1,0
-.9899826,9.3722916,0,0,0
.2257061,7.7628531,0,0,0
.091973305,9.201189,0,0,0
.17417908,12.728721,0,1,0
-.19710827,12.237812,0,1,0
-.052905083,11.93716,0,0,1
.32985497,13.69272,0,0,1
.37144279,11.164051,0,0,1
.15457249,12.583694,0,0,1
.0013284683,13.300858,0,0,1
.20855713,12.237812,0,1,0
-.096489906,12.187515,0,1,0
.27729988,12.145158,0,1,0
-.11225033,9.3722916,0,0,1
.11006069,12.196921,0,0,1
-.22202969,12.289258,0,0,1
.018966675,12.420146,0,0,1
.33214378,10.937708,0,0,0
.13965416,13.678913,0,1,0
.22770309,13.441785,0,1,0
.45356846,12.933616,0,1,0
.12433434,15.258395,0,1,0
-.41406918,15.303002,0,0,1
-.39334393,15.402773,0,0,1
-.1621294,15.570028,0,0,1
-.042070389,8.3504934,0,1,0
.54205132,10.340704,0,0,0
-.33137035,9.1225328,0,1,0
-.56528568,9.5297623,0,1,0
-.22337627,7.183569,0,1,0
.17863464,10.114228,0,0,1
-.059421539,13.06775,0,0,1
.62793636,8.1922693,0,0,0
1.0991144,8.7860613,0,0,1
-.47190285,9.4861536,0,0,1
.28550625,8.2331352,0,0,1
-.016935349,11.453232,0,0,1
.61276913,11.321453,0,0,1
-.81357288,9.8469334,0,0,0
.11954975,10.318219,1,0,0
.25609493,8.4695244,1,0,0
.36683941,7.9859967,1,0,0
-.778512,11.694782,0,1,0
.48962975,12.436663,0,1,0
.26359081,12.043382,0,0,1
-.18382072,12.675786,0,0,1
-.2609148,7.4751711,0,0,1
.11855125,7.0039649,0,0,1
-.2035656,7.3964057,0,0,1
.59336853,7.6326542,0,0,1
.47608662,9.1382818,0,1,0
-.024419785,8.5208178,0,1,0
.26795578,9.5546131,0,1,0
-.0027647018,7.6971121,0,1,0
.16425419,8.0895529,0,1,0
-.26964283,11.357956,0,0,1
.49964237,10.065438,0,0,1
-.019973755,12.331841,0,0,1
.4413147,10.326506,0,1,0
.12735462,10.921239,0,1,0
.19202614,12.381547,0,0,1
-.74039459,11.400439,0,0,1
.3964901,12.085369,0,0,1
.37060928,12.227383,0,0,1
-.14101315,12.310144,0,0,1
-.19728947,10.054572,0,0,1
.11511326,12.299309,0,0,1
.76413918,9.8226261,0,0,0
.16831779,11.194007,0,1,0
-.89657879,11.669828,0,1,0
.14344597,12.319367,0,0,1
-.88435078,12.675786,0,0,1
.076278687,14.232103,0,0,1
-.26908493,11.748897,0,0,1
.10998154,11.118074,0,0,1
.15593624,9.437108,0,0,0
.25262451,9.4888716,1,0,0
-.20543957,10.914892,1,0,0
-.5680542,8.5489445,1,0,0
-.36009407,11.369709,0,0,0
.78627872,11.178352,0,0,0
.16734886,11.6449,1,0,0
-.54902744,10.902964,0,0,1
.095733643,8.0381193,0,0,1
-.90283394,7.751987,0,0,1
-.37080669,9.9989777,0,0,1
.090480804,9.437108,0,0,1
.36583614,9.7777567,0,0,1
.1962719,9.30655,0,0,1
-.14628124,8.600378,0,0,1
.055229187,9.6475573,0,0,1
-.24237633,8.1683187,1,0,0
-.16107464,8.7511349,0,0,0
-.21859264,7.6326542,1,0,0
.15949154,8.7826996,1,0,0
.21201229,8.6442547,1,0,0
.075767517,11.599472,0,0,1
-.35554886,8.6682777,0,1,0
.44764614,9.7120838,0,0,1
.095271111,7.6326542,1,0,0
-.51996613,11.530478,0,0,1
.28017902,9.0189362,0,0,1
-.69799232,7.4643049,0,0,0
.23061371,8.1434679,0,0,0
.53571606,8.2821817,1,0,0
.11280155,7.3168445,1,0,0
-.02872467,10.596066,1,0,0
-.06303215,9.7120152,1,0,0
.083348274,9.4758472,1,0,0
-.000020027161,9.9352388,0,1,0
.51631737,9.9996967,0,1,0
.39424801,10.500859,0,1,0
.18552685,9.3066177,0,0,1
.31785488,10.872448,0,0,1
-.16764736,9.437108,0,0,1
.26266003,7.0039649,1,0,0
.55824566,6.9909406,1,0,0
-.50676441,9.4861536,0,0,1
.31671047,7.4751711,0,0,0
-.14530373,9.2278938,1,0,0
.21087933,9.3066177,1,0,0
.31837463,11.153861,1,0,0
.48323345,10.823402,1,0,0
-.15569592,11.281834,0,1,0
-.2208662,12.0146,0,1,0
.15415764,10.67982,0,1,0
-.2781086,9.8298788,0,1,0
-.052095413,9.0737429,1,0,0
.4337368,8.7444315,1,0,0
-.49819469,8.0895529,1,0,0
.32621193,9.0737429,0,0,0
-.13191509,7.3968873,0,0,1
-.13220882,8.7957239,0,0,1
.29915333,9.584569,0,1,0
.37062836,8.3257895,0,1,0
-.089170456,7.8767161,0,1,0
-.16251469,7.1345229,0,0,1
.30316734,7.0039649,0,0,1
.088337898,7.9751306,0,1,0
-.042052269,7.8690305,0,1,0
.018356323,7.8767161,0,1,0
-1.0105782,8.7957239,0,0,1
-.02497673,9.5558901,0,0,1
-.11161804,8.6799726,0,0,1
.116745,7.275979,1,0,0
.31937695,7.2520275,0,0,0
.25506878,7.0039649,1,0,0
.037285805,7.6326542,1,0,0
-.31843376,8.6791439,0,1,0
.88447666,8.5489445,0,0,0
-.30243397,7.9203238,0,0,1
.50649834,11.095592,0,0,1
-.19556332,9.437108,0,0,1
.66372871,8.1025772,0,0,1
.91958809,7.6874485,1,0,0
-.089003563,9.9352274,0,1,0
.003950119,9.9900341,0,1,0
.23497963,9.3066177,0,1,0
.16004562,9.0241184,0,0,1
-.24042225,11.516549,0,0,1
-.38469696,10.470903,0,0,1
.78977013,9.7765541,0,0,1
-.11629772,9.5325422,0,0,1
.28063393,7.8557973,0,0,1
.27021313,8.1025772,1,0,0
.47637558,8.3902597,0,0,0
.70254707,9.6989908,0,0,0
-.57133675,9.0189486,1,0,0
.33673477,8.2437029,0,0,0
.90360832,9.0795727,0,0,0
-.27557373,10.628374,0,1,0
.25490856,8.1574526,0,0,1
.40852547,11.887154,0,1,0
.26461124,11.321522,0,0,1
-.26657009,11.602409,0,0,1
.073415756,11.104815,0,0,1
-.97937393,10.758586,0,0,1
-.19680214,9.2420921,0,0,1
-.87643623,7.3449717,1,0,0
.27210426,10.91957,0,0,1
.68061161,11.451086,0,0,1
-.083543777,7.5890341,1,0,0
.57275963,7.1218286,0,1,0
-.47862148,7.9751306,0,0,1
.35867023,8.5347462,0,0,1
-.56093121,9.1730871,0,0,1
1.1559801,10.179301,0,0,1
-.36234283,7.1650162,0,1,0
.3505106,7.4895411,1,0,0
-.61393166,8.1025772,1,0,0
.036639214,9.2935257,0,1,0
-.21792603,7.7279639,0,1,0
.66471863,10.460037,0,0,1
-.31194592,10.628374,0,0,1
.50055885,7.183569,0,0,1
-.12411404,9.8425732,0,0,1
-.16514397,8.8914213,0,1,0
.39978123,8.8366146,0,1,0
.16849136,9.4861536,0,0,1
-.54528236,8.7439604,0,0,1
.32637024,7.4751711,0,0,1
.063897133,8.5698633,0,0,0
-.42307186,8.2331352,1,0,0
.23806381,8.6791439,1,0,0
.28650761,8.3902597,1,0,0
1.0356236,9.1881647,1,0,0
.34364033,9.437108,0,0,0
-.070115089,8.3805962,0,1,0
.54870605,8.7930069,0,0,1
-.4509325,9.437108,0,0,1
-.13351917,8.6791439,0,0,1
-.84111118,8.1025772,0,0,1
.13724327,8.3772345,0,0,1
-.3011446,8.3257895,0,0,1
-.19056606,7.1345229,0,0,1
.10330105,12.47494,1,0,0
.1136198,9.5297623,1,0,0
.0064926147,10.466727,0,1,0
.38238621,10.327803,0,1,0
-.49248123,9.4888716,0,1,0
.95303535,10.903084,0,1,0
.16123199,10.389494,0,1,0
.42149258,7.751987,0,0,1
-.31220913,8.613471,0,1,0
-.053545952,10.876369,0,0,1
.10280418,10.500472,0,0,1
.31216717,9.6989908,0,0,1
-.34306526,11.043183,0,0,1
-.11894894,10.029254,0,0,1
-.20781517,9.1730871,0,0,1
-.82668304,9.4861536,1,0,0
.25517845,10.958284,0,0,1
.83354282,8.0704412,1,0,0
-.22950745,8.7930069,1,0,0
1.1512394,8.7439604,1,0,0
-.85209846,7.6840878,0,1,0
.20651054,7.6326542,0,1,0
.089690208,9.7668905,1,0,0
.2397747,10.117548,1,0,0
.34555626,11.104815,1,0,0
.23961449,10.262061,0,1,0
-.22258282,9.7635288,0,1,0
-.0069360733,9.7120953,0,1,0
.39580917,10.179046,1,0,0
-.1956501,10.625054,1,0,0
.24652767,10.998274,1,0,0
.13466454,11.033852,1,0,0
.098368645,8.613471,0,1,0
-.43784332,9.4861536,0,1,0
-.51487827,11.674876,0,0,1
-.18130684,7.6971121,0,0,1
-.3538847,8.6682777,0,0,1
.88090611,9.7921257,0,0,1
-.50341988,7.4459333,0,0,1
.31300926,8.3902597,1,0,0
-.031736374,8.214716,1,0,0
.063979149,9.3374023,1,0,0
.1538353,8.7640562,1,0,0
-.049437523,13.520308,0,1,0
-.90762901,9.0230942,0,1,0
-.37355709,11.649477,0,1,0
.91453075,11.922014,0,1,0
.30007744,11.569516,0,1,0
.13198185,9.7120152,0,0,1
-.12077999,8.9368505,0,0,1
-.48866081,9.2908821,0,0,1
.25719166,11.233228,0,0,1
-.68086433,10.988377,0,0,1
.61392593,11.716168,0,0,1
-.29196072,7.9751306,0,0,1
.52808475,12.870855,0,0,1
.2169733,12.874316,0,0,1
-.69135571,8.6791439,0,0,1
-.62475872,13.997367,0,0,1
.30707645,9.4244013,0,0,1
.074316978,13.723155,0,0,1
.40657425,11.289317,0,1,0
.13771057,11.544664,0,1,0
-.29418945,15.36529,0,1,0
.056073189,12.002057,0,1,0
.15497208,13.546679,0,1,0
-.30183983,13.113213,0,0,1
-.092728615,11.6449,0,0,1
.33809185,11.321533,0,0,1
.273283,9.584569,1,0,0
.20046139,6.9643455,0,0,0
-.083817482,7.6326542,0,0,0
.42374325,12.325409,0,0,1
-.082324982,11.234509,0,0,1
-.39218235,10.319063,0,0,1
.71242046,10.63103,0,0,1
-.10763645,11.194007,0,0,0
.74188614,9.9352274,1,0,0
-.30582809,9.1294794,1,0,0
.88573074,9.2139645,1,0,0
-.11795616,10.625054,1,0,0
-.16984081,8.6134024,1,0,0
.14181995,8.0895529,0,1,0
.43379402,8.3902597,0,0,0
1.0362825,10.970863,0,1,0
.14478493,9.9900341,0,1,0
.19794464,11.098378,0,1,0
.18914795,10.921239,0,1,0
.036251068,9.1494255,0,0,1
-.05787468,9.3722916,0,0,1
-.14123344,8.3902597,0,0,1
-.001540184,10.392138,0,0,1
-.16310024,10.158382,0,0,1
-.44088078,9.584569,0,0,1
.26377487,10.144947,0,0,1
.14920044,9.8916187,0,0,1
.39226532,9.4861536,1,0,0
.074130058,8.3872862,1,0,0
.33421707,9.30655,1,0,0
-.059448242,8.0381193,1,0,0
-.37713909,10.126434,0,0,1
-.94714451,8.0381193,1,0,0
.64793491,9.8916187,0,1,0
.10030174,10.117548,0,1,0
-.37673378,9.4861536,0,1,0
.5705719,11.739693,0,0,1
-.1091404,9.3722916,0,0,1
-.50732136,9.30655,0,0,1
.54983521,10.902964,0,0,1
.35298157,9.584569,0,0,1
-.49109173,10.916057,0,0,1
.26076984,11.788739,0,0,1
-.27335262,10.941185,0,0,1
.89295483,8.600378,1,0,0
.30703449,10.469701,1,0,0
.64460468,11.735872,1,0,0
-.31325054,11.593467,0,1,0
-.2518816,9.6798792,1,0,0
-.32890797,9.6250715,1,0,0
.1791029,9.3807936,1,0,0
.070212364,10.270017,0,1,0
.092834473,10.98173,0,1,0
.11524105,11.446616,0,1,0
.15254593,11.704965,0,1,0
.22430801,11.639987,0,1,0
-.25629425,11.530478,1,0,0
-.11394215,10.782525,1,0,0
.20443821,10.709929,1,0,0
-.10014725,10.544019,0,1,0
.032402039,11.569516,0,1,0
.61154556,12.04739,0,1,0
-.11515522,12.47158,0,1,0
.34735394,12.355607,0,1,0
.61467075,9.4861536,1,0,0
.085626602,9.3614254,0,1,0
-.033752441,8.8366146,0,1,0
-.045226097,9.5814638,0,1,0
.1589098,8.8749895,0,1,0
.56670666,8.6791439,0,1,0
.33326435,9.4888716,0,0,1
.12314701,9.6989908,0,0,1
-.92664051,9.5044565,0,0,1
-.1755352,9.7668905,1,0,0
.20317078,12.237812,1,0,0
-.24732971,10.270017,0,1,0
-.21357822,10.268379,0,1,0
-.030950546,10.22284,0,1,0
.2304821,12.589362,0,1,0
-.1409235,8.3805962,1,0,0
.013951302,11.781794,0,0,1
-.15691757,10.916057,0,0,1
-.47954845,7.0782084,0,1,0
.13522339,7.8276701,0,1,0
-.020340919,9.9900341,0,0,1
.056771278,10.577081,0,0,1
.079061508,9.5297623,1,0,0
.007806778,10.297085,0,1,0
-.13103199,11.788484,0,1,0
-.21602345,9.634655,0,1,0
.69260025,9.5296936,0,1,0
-.66213322,9.0058432,0,1,0
.17413998,8.731266,0,0,1
.57209015,9.0737429,1,0,0
.759202,9.3672428,1,0,0
-.56146526,8.9753284,1,0,0
.24471378,10.689871,1,0,0
-.5349102,11.674876,0,1,0
-.42018986,7.6840878,0,1,0
.30273342,8.5489445,0,1,0
-.36676216,11.376328,1,0,0
-.25671101,7.6326418,1,0,0
.25070286,10.06837,0,1,0
-.72941875,10.139459,0,1,0
.77340221,8.6956882,0,1,0
.37557697,11.486676,0,0,1
.15101528,12.339165,0,0,1
.75436878,11.334609,0,0,1
-.46361923,11.962836,0,0,1
.034712791,11.194007,0,0,1
.012143135,13.253042,0,0,1
.29417133,10.466727,0,0,1
-.44508553,9.7777567,0,0,1
.1130743,6.9909406,0,0,0
.21309662,9.584569,0,1,0
.26048374,9.4244013,0,1,0
-.19779682,12.716958,0,1,0
.4053545,10.53572,0,1,0
-.64566994,9.634655,0,1,0
.27076721,11.657926,0,0,1
.16915703,13.031195,0,0,1
-.44519043,12.112827,0,0,1
.2493,13.966596,0,0,1
-.18341064,14.193201,0,0,1
-.17707729,12.194204,0,0,1
.48589516,13.854743,0,0,1
.14002514,13.722569,0,0,1
-.12763882,12.04739,0,0,1
-.21365929,9.2908821,0,0,0
-.29926205,7.2819834,0,0,1
.042500496,7.40943,0,1,0
.19107246,7.6326418,0,0,0
.032083511,8.2821817,1,0,0
-.070091248,8.2331352,1,0,0
-.029176712,7.4751711,1,0,0
.54995823,8.2437029,1,0,0
-.038851738,8.5489445,0,1,0
.13369942,8.3257895,1,0,0
-.029194832,7.1345229,1,0,0
.45641708,7.8557973,0,1,0
-.294487,10.970863,0,1,0
.044733047,10.222909,0,0,1
-.59773254,8.6876469,0,0,1
-.25456429,10.312576,0,0,1
-.08257103,10.98173,0,0,1
.18244839,10.405162,0,0,1
.37993526,10.209816,0,0,1
-.18087769,9.584569,0,1,0
.61291122,9.9352274,0,1,0
-.14065552,9.748518,0,0,1
.57491589,9.8943367,0,0,1
.73206329,10.209816,0,0,1
-.31043243,7.0588398,0,1,0
-.042937279,7.2819834,0,1,0
-.10419464,7.4643049,0,0,0
.21799755,9.149148,0,0,0
.32736111,10.095007,0,0,0
.0063409805,10.392138,1,0,0
-.23975468,8.7957239,0,0,0
.059352875,8.6682777,0,1,0
-.074532509,8.1434679,0,0,1
-.53737545,10.983286,0,1,0
.37599277,7.2271767,0,0,0
.31147385,7.8276701,1,0,0
-.40511036,8.731266,1,0,0
.41134834,9.6259165,0,0,0
.10508156,7.1345229,0,0,1
.3596735,8.1683187,0,0,1
.45777988,7.9202557,0,0,1
.02287674,8.1683187,1,0,0
.42655182,7.3964057,1,0,0
.90578175,8.2821817,0,0,0
-.63026142,8.9262819,1,0,0
.098720551,8.8614655,1,0,0
-.15210819,8.5208178,0,0,1
-.66692448,11.376328,0,1,0
-.13615227,10.340692,0,1,0
-.16688061,12.348355,0,0,1
.48227596,11.141856,0,0,1
-.085012436,9.3209982,0,0,1
-.075118065,12.769313,0,1,0
-.23895454,12.066918,0,1,0
-.60159397,8.6903639,0,0,1
.4280653,10.574459,0,0,1
-.20933723,9.9352388,0,0,1
.40301228,10.340704,0,0,0
-.043301582,11.803772,0,0,1
.21588898,11.927657,0,1,0
.22841835,8.3258009,1,0,0
-.34261703,7.9203238,1,0,0
.074687004,7.183569,0,1,0
.066148758,7.1345229,0,1,0
.065493584,8.0381193,0,0,1
-.15358257,9.7243309,0,0,1
-.0040397644,10.457981,0,0,1
.058291435,10.767088,0,0,1
.61179733,10.963164,0,0,1
-.30585384,11.228589,0,0,1
.3408041,9.584569,0,1,0
-.4596262,10.222909,0,1,0
-.37833214,9.1294794,0,0,1
-.25417519,9.7438545,0,0,1
.067475319,9.6985922,0,0,1
.26298428,10.011365,0,0,1
.041656494,7.5215688,1,0,0
.41215897,7.4094982,1,0,0
.090764999,8.4363317,1,0,0
-.13123989,8.3582983,1,0,0
.015205383,7.069706,1,0,0
-.58919144,10.837332,0,0,1
.018836021,12.194204,0,0,1
-.44896221,13.191307,0,0,1
-.2655344,8.5698633,1,0,0
.094474792,8.2331352,1,0,0
-.0047512054,8.6791439,1,0,0
-.24275398,8.1025772,1,0,0
-.29548931,8.0895529,1,0,0
-.0031137466,10.823402,1,0,0
-.10620022,10.24776,1,0,0
-.26330948,10.895785,1,0,0
.46031189,10.081983,1,0,0
-.16782761,7.6874485,0,0,0
-.19395065,7.9203238,0,0,0
.033111572,10.667881,1,0,0
-.11633396,9.5546131,1,0,0
.013494492,11.81088,0,1,0
-.23607731,9.2745886,1,0,0
-.00035953522,9.3742085,1,0,0
.09472847,9.6299973,1,0,0
-.43257999,9.7727203,1,0,0
.31073666,9.2278938,0,1,0
-.19429874,9.9997654,0,1,0
.15358067,9.8916187,0,1,0
-.19308186,10.130255,0,1,0
.10366154,10.065438,0,1,0
-.27946186,9.30655,0,0,1
-.072147369,10.168994,0,0,1
-.38351917,7.6874485,1,0,0
.58611107,7.6326418,1,0,0
-.69288254,7.8767161,1,0,0
.076807976,7.069706,0,1,0
-.2265873,9.8073254,0,1,0
-.30612183,8.3772345,0,1,0
.027119637,8.5489445,0,1,0
-.84823418,8.3772345,0,0,0
.56627178,7.6326418,0,1,0
.35621166,9.4758472,0,0,0
-.22458839,9.6475573,0,0,0
-.20362568,9.2935257,0,0,0
-.54187584,9.0189486,1,0,0
.026821136,9.584569,0,0,1
-.12575531,9.9352274,0,0,1
-.11862755,10.823402,0,0,1
.3268137,10.470903,0,0,1
-.15993595,9.2278938,0,1,0
-.07468605,8.8366146,0,0,1
.25473499,9.1294794,0,0,1
.087412834,9.437108,0,0,1
-.2395649,8.6791439,0,0,1
.50460529,10.810627,0,0,1
-.41486073,10.67982,0,0,1
.83555603,8.8366146,0,0,0
-.17973137,10.179301,0,0,0
-.4200182,8.8366146,1,0,0
.15759468,7.183569,1,0,0
.24464607,8.5208178,1,0,0
.073723793,7.9859967,1,0,0
-.47824192,7.9072313,0,1,0
.13388824,8.0381193,0,1,0
-.17353344,9.3614254,1,0,0
-.046670914,8.3257895,1,0,0
-.18218422,8.0508137,1,0,0
.17792797,9.7777567,1,0,0
-.40196705,9.30655,0,1,0
.045619011,7.9072313,0,1,0
.19928074,8.2567282,0,0,0
.76537704,8.3772345,0,0,0
-.042453766,9.6475573,1,0,0
.61423969,7.9751306,0,0,1
-.29995537,7.2271767,0,0,0
.31354141,7.5890341,1,0,0
-.10665321,7.0039649,1,0,0
-.27232361,8.6682777,0,0,0
.89209938,7.8767161,1,0,0
-.024291992,8.8392706,1,0,0
-.54193306,9.084609,1,0,0
-.72682667,10.424928,1,0,0
.17615318,12.387929,0,0,1
.1083765,12.420134,0,0,1
-.00022220612,12.781991,0,0,1
.0059595108,7.9751306,1,0,0
.41243362,7.9203238,0,1,0
.28941059,8.5698633,0,1,0
-.4524231,8.7439604,0,1,0
-.30825043,9.149148,0,1,0
-.18270397,10.500859,1,0,0
-.095492363,10.628374,0,1,0
.44369221,10.402445,0,1,0
.14787197,10.53572,0,1,0
-.16038895,10.392138,0,0,1
-.43252659,10.823402,0,1,0
-.30290127,10.470903,0,0,1
.41582108,10.405162,0,0,1
.53739548,12.289258,0,0,1
-.19917393,12.537929,0,0,1
.19342899,8.9368505,0,0,0
.69005871,8.885417,0,0,0
.13561821,11.376328,0,0,1
-.029454231,9.0804329,0,0,1
-.30177402,8.4560003,0,1,0
.066020012,8.1025772,0,1,0
.41838932,8.600378,0,1,0
.33281994,7.6326542,0,1,0
-.35806942,10.837332,0,0,1
.40255928,10.594473,0,0,1
.32442188,10.274611,0,0,1
-.019147873,10.225565,0,0,1
-.017173767,11.077039,0,0,1
.27962399,7.6971121,0,0,0
.13960743,7.3964057,0,0,0
.17034912,9.6798792,1,0,0
.21756077,7.069706,0,1,0
-.037587166,7.40943,0,1,0
.55222321,7.6840878,0,1,0
.21935844,7.1345229,0,0,0
.47198009,8.0381193,1,0,0
-.2402401,9.9900341,0,1,0
.49227905,9.7120838,0,1,0
-.2476778,9.263011,0,1,0
.22097683,9.8425732,0,1,0
-.020178795,9.7777567,0,1,0
-.23017788,9.30655,0,0,1
.43065834,10.209816,0,0,1
.071037292,10.340704,0,0,1
-.30218601,7.3658905,0,0,1
.73583508,10.225565,0,0,1
-.99050617,12.485806,0,0,1
-.043434143,8.8914213,1,0,0
-.3883667,7.7628531,1,0,0
.4982357,6.9909406,0,1,0
-.57194233,7.6326542,0,1,0
.37891388,7.8767161,1,0,0
-.31284809,7.8276701,1,0,0
.60729408,7.0039649,0,1,0
-.053483009,7.9072313,0,1,0
.26324463,8.5489445,0,1,0
-.017141342,7.2271767,0,0,1
.25117111,7.183569,0,0,1
.40011692,8.3467197,1,0,0
.29202747,7.9203238,0,0,0
-.0063123703,8.7237577,1,0,0
1.0032301,7.9751306,0,0,0
.24779606,10.559381,0,0,0
.23941612,7.183569,0,0,0
-.065553665,10.56851,1,0,0
.15332222,9.7668905,0,1,0
.60234928,11.270228,0,1,0
-.40238857,12.073918,0,1,0
.30936146,11.723666,0,0,1
-.58851242,11.932583,0,0,1
.72364712,9.9210405,0,1,0
-.091538429,7.2271767,0,1,0
-.0035228729,7.8767161,0,1,0
-.64177322,9.0804329,0,1,0
.72170353,8.6791439,0,0,1
-.44971275,10.405162,0,0,1
-.37858582,10.209816,0,0,1
-.02272892,9.0189486,0,0,1
.91932106,7.8697701,0,1,0
.1265173,12.936142,0,1,0
.0054931641,13.451688,0,1,0
-.088450432,12.913251,0,0,1
-.37875462,12.583694,0,0,1
-.28224182,11.165328,0,0,1
-.58785057,9.2669306,0,0,0
.31395817,9.2420921,1,0,0
.093798637,7.4094982,0,0,1
-.042934418,7.8767161,0,0,1
.23513889,8.5208178,0,0,1
-.47021961,9.149148,0,0,1
