d_c,lag_log_a,_Iage_group_1,_Iage_group_2,_Iage_group_3
.0010280609,10.67982,0,1,0
.47583675,10.983286,0,1,0
.083931923,9.3434324,0,1,0
.34734726,10.402445,0,0,1
.032577515,10.74544,0,0,1
-.52053928,10.758586,0,0,1
.12529469,9.0737429,0,1,0
.16385841,8.8366146,0,1,0
.68987656,9.5814638,0,0,1
-.087313652,9.0804329,0,0,1
-.61846638,10.065438,0,0,1
.077823639,10.22284,0,0,1
-.44630909,8.7826996,0,0,1
.14543438,10.746169,0,0,1
.26682758,10.500859,0,1,0
.94112492,12.825599,0,1,0
.032962799,10.715971,1,0,0
-.18544388,9.2420921,0,0,0
.33468151,7.9751306,1,0,0
-.19181633,8.2331352,0,1,0
.50572205,9.0156164,0,1,0
-.15898037,10.048488,0,1,0
.43462849,9.2935257,0,1,0
-.44365597,7.1766229,0,0,0
.45425224,7.4094982,0,0,0
-.13872814,8.6682777,0,1,0
-.15842628,10.417478,0,0,1
.22210407,10.916057,0,0,1
-.31384563,9.3807936,0,0,1
.1690855,8.3805962,1,0,0
.53425694,8.3872862,1,0,0
-.60815716,8.1683187,1,0,0
.16833496,8.3902597,1,0,0
-.10818958,8.3772345,1,0,0
.23934364,8.0381193,1,0,0
-.056913376,10.933073,0,1,0
.64386845,7.8276701,0,1,0
.49274445,11.178352,0,1,0
-.017049789,8.5489445,0,0,1
.18445301,11.887154,0,0,1
-.041405678,12.175937,0,0,1
.25986099,12.382618,0,0,1
-.3803463,12.036087,0,0,1
-.21322346,12.61097,0,0,1
.27563763,12.677288,0,0,1
.28404903,10.417478,0,1,0
-.74159145,10.171616,0,1,0
-.36004829,10.657863,1,0,0
.95739555,10.479406,1,0,0
-.32050323,9.8865261,0,1,0
-.68988132,10.094997,0,1,0
.37940693,9.8328161,0,1,0
-.59365749,9.9916601,0,1,0
.30649471,10.039599,0,1,0
-.080015182,9.5814638,1,0,0
.061864853,10.008087,1,0,0
.20617771,11.710243,1,0,0
.03150177,11.385991,1,0,0
.31293011,10.081983,1,0,0
-.092176437,10.890751,0,1,0
.92427158,10.130255,0,0,1
-.49607563,9.4676008,0,0,1
-.1315794,9.6430225,0,0,1
.18141079,7.9464517,0,0,1
-.11356354,7.9072313,1,0,0
.18459702,8.3258009,1,0,0
.4333334,11.700824,1,0,0
-.21762466,11.861906,1,0,0
.20756626,11.874917,0,1,0
.070444107,11.739693,0,1,0
-.34170628,11.674876,0,1,0
-.078595161,11.410685,0,1,0
.44909096,11.635331,0,1,0
-.025442123,11.844782,0,0,1
.14881516,9.6798792,1,0,0
.3725071,10.709959,1,0,0
-.40387726,9.5324183,1,0,0
-.30604076,9.5546131,0,1,0
.49475288,9.30655,0,1,0
.66667461,8.3772345,0,1,0
-.51097393,9.0189486,0,1,0
-.045923233,11.115395,0,1,0
-.18707085,8.1982746,0,1,0
.23746395,11.321522,0,1,0
-.18952179,11.179908,0,0,1
-.24196053,10.222909,0,0,1
.64410114,11.403077,0,0,1
-.0995121,11.104815,0,0,1
-.43206406,8.7744541,0,0,0
.01467514,12.391963,0,1,0
-.064523697,12.516288,0,1,0
.24043751,10.963164,0,1,0
.05025959,6.939507,0,0,1
.10913658,7.6840878,1,0,0
.060679436,7.4701352,1,0,0
-.4850502,7.069706,1,0,0
.35181713,8.6134024,1,0,0
.48470688,6.939507,1,0,0
-.19017506,7.2819834,0,0,1
.22077179,9.3066177,0,0,1
.13179874,12.580301,0,1,0
-.61439991,12.825599,0,0,1
.28527927,13.398177,0,0,1
.30480671,13.221297,0,0,1
-.059437752,13.415342,0,0,1
.30516911,13.400894,0,0,1
-.34450531,13.38787,0,0,1
-.41829872,8.3257895,0,0,1
.10146141,7.8767161,0,0,1
-.05725956,11.005724,0,0,1
-.057067871,8.6791439,1,0,0
.095732689,8.1025772,1,0,0
.35871506,8.0895529,1,0,0
.46057606,10.277716,0,0,1
-.25377464,8.8366146,0,0,0
.34322929,8.5698633,1,0,0
.021327972,7.069706,1,0,0
.11900425,7.6971121,1,0,0
-.20425892,7.3964057,1,0,0
-.29273891,8.6442547,0,1,0
.60389805,10.024895,1,0,0
-.36225319,9.7777567,0,1,0
.65032196,10.095007,0,1,0
.90223598,8.9112244,1,0,0
-.22001266,7.9203238,0,1,0
-.35722446,10.53572,0,1,0
-.026982307,9.149148,0,1,0
-.12700272,8.7957239,0,1,0
.60177422,10.335984,0,1,0
-.076953888,11.159002,0,1,0
.72430325,11.737446,0,1,0
-.30605125,11.293406,0,0,1
-.72647285,11.97498,0,0,1
.13438034,12.302282,0,0,1
-.42035007,12.551622,0,0,1
1.2032738,12.930971,0,0,1
-.21774578,9.4758472,1,0,0
.14024067,8.7860613,0,1,0
-.58358288,9.7921257,0,0,1
.80034733,10.402485,0,0,1
-.49770451,10.872192,0,0,1
-.072873116,11.164051,0,0,1
.32848358,11.09831,0,0,1
1.1635284,11.486676,0,0,1
-.11063766,6.9643455,1,0,0
.68755054,12.848873,1,0,0
.23886108,7.1218286,1,0,0
.23321915,9.7921257,0,1,0
-.050580978,9.437108,0,1,0
.29296494,10.470903,0,1,0
.33858204,10.095007,0,1,0
.14914799,9.8813124,0,0,1
.37773609,9.9352388,0,0,1
-.013132095,12.069475,1,0,0
.89919662,9.8531408,0,0,0
.016020775,10.197603,1,0,0
-.11009407,8.3257895,1,0,0
.43979454,7.8767161,1,0,0
.18262196,9.437108,1,0,0
-.054180145,9.4676008,0,1,0
.051634789,7.0039649,0,1,0
.34370422,11.409118,0,0,1
-.24637413,11.570982,0,0,1
-.056962013,8.7860613,1,0,0
.25405407,8.6876469,0,1,0
.090461731,8.0508137,0,1,0
-.23517132,9.8970194,0,1,0
-.29898834,8.2437029,0,1,0
.17125607,7.1218286,0,0,1
-.38338089,7.539988,0,0,0
-.50452042,9.30655,1,0,0
.021702766,9.584569,0,1,0
.1352005,9.4244013,0,0,1
.079779625,9.4861536,0,0,1
-.2149229,8.7439604,0,0,1
.10101032,10.065438,0,0,1
-.1381197,11.778278,0,0,1
-.27014351,8.600378,1,0,0
.09022522,8.8113089,1,0,0
.18913269,8.3772345,0,1,0
-.054952621,7.2819834,0,0,1
-.1762886,8.2204285,0,0,1
.51343632,8.377491,0,0,1
-.065483093,8.0900345,0,0,1
.13239765,7.4061785,0,0,1
.29116726,8.3805962,1,0,0
-.19040966,7.9203238,1,0,0
-.013516426,8.5698633,1,0,0
.61875343,9.8077126,0,0,0
.63276291,9.5297623,0,0,0
-.14820194,9.1294794,0,0,0
-.2649889,10.024895,1,0,0
-.11736107,9.7777567,1,0,0
.59420395,10.095007,1,0,0
-.34686852,10.209816,1,0,0
-.061300278,7.6326542,0,1,0
-.20898533,11.599472,1,0,0
-.46508217,7.183569,0,0,0
.099443436,7.0039649,1,0,0
.1626997,8.600378,1,0,0
-.037017822,7.0040331,1,0,0
.59129333,7.8767161,1,0,0
-.32398796,7.069706,0,1,0
.19211388,7.4739685,0,1,0
.19794846,8.5698633,1,0,0
.14644146,8.2331352,1,0,0
-1.1831121,8.7957239,0,1,0
.40581512,9.9866724,0,1,0
.19151211,9.7727203,0,1,0
.17018223,9.0737429,0,1,0
.024423599,8.3257895,0,1,0
.18886375,8.6876469,0,1,0
-.050052643,9.7222872,0,0,1
-.28777027,9.3722916,0,0,1
.053011894,8.2567282,0,0,1
.18996143,8.0381193,0,0,1
-.012178421,10.115197,0,0,1
-.05883503,9.4861536,0,0,1
-.061330795,10.353398,0,0,1
-.11431122,10.24776,0,0,1
.039815903,8.6386003,1,0,0
.20080185,7.40943,0,1,0
-.16811657,7.3964057,0,1,0
.0785923,6.939507,0,1,0
.19721508,9.9900341,0,1,0
-.1661396,11.139199,0,1,0
.033726692,11.095612,0,1,0
.21553707,9.0804329,0,1,0
-.32208729,10.98173,0,1,0
.6734972,10.692844,0,0,1
-.22749424,10.902964,0,0,1
.10336018,11.033852,0,0,1
.37451267,8.3805962,1,0,0
-.041970253,8.3257895,0,1,0
.41659641,7.8767161,0,1,0
-.23572636,11.739693,0,1,0
-.017063141,10.470903,0,1,0
-.24744797,8.6134024,0,1,0
-.12874603,10.277716,1,0,0
.32424355,10.222909,0,1,0
.33041668,11.20892,0,1,0
-.77406406,9.1367311,0,0,1
-.48454762,12.009372,1,0,0
.1377573,11.270228,1,0,0
.28723812,11.190902,0,1,0
.10831261,12.209697,0,1,0
.21630001,12.397582,0,1,0
-.11372185,8.7826996,0,1,0
.071603775,12.399093,0,0,1
.42332649,7.9202557,0,0,0
.32123566,9.2278938,0,1,0
-.24726009,10.916057,0,1,0
-.38955975,9.8425732,0,0,1
-.32255459,8.4560003,0,0,1
.071429253,8.7860613,0,1,0
.12265968,9.0189362,0,1,0
.09133625,10.584766,0,1,0
.10442162,10.823402,0,1,0
.21544933,12.205504,0,0,1
-.40332985,8.1025772,0,0,1
-.081620216,9.6475573,0,0,1
.37421894,9.3614254,0,1,0
-.10711288,7.9203238,0,0,1
-.089999199,13.382035,0,1,0
.23432732,13.104342,0,1,0
.52457333,13.444441,0,1,0
-.46445751,13.660007,0,0,1
-.24286461,13.257793,0,0,1
.64557648,13.918498,0,0,1
-.30654049,13.876821,0,0,1
.024031639,11.289317,0,1,0
.12319088,12.748637,0,1,0
.14677238,11.954253,0,1,0
-.32544899,12.327479,0,1,0
-.0011339188,13.722569,0,1,0
.15263271,12.673846,0,0,1
.065367699,12.694723,0,0,1
.62154865,12.825611,0,0,1
-.54223537,9.0047503,0,0,1
.42672825,10.617557,0,0,1
.022629738,8.0508137,0,0,1
.014856339,10.30051,0,0,1
.51454163,10.040039,0,0,1
.24589729,6.9604254,1,0,0
-.28818512,7.2520275,1,0,0
-.037264824,7.9072313,0,1,0
-.021578789,7.8557973,0,1,0
1.0232573,8.1982746,0,0,1
.48898506,8.7930069,0,1,0
-.39496708,9.3722916,0,1,0
.58202076,9.30655,0,1,0
-.25678539,8.1683187,1,0,0
-.055573463,7.6971121,1,0,0
-.7064209,7.9751306,0,0,1
.027425766,7.539988,0,0,1
.37151241,9.9900341,1,0,0
.067420006,7.1862864,0,1,0
.69041061,8.0381193,0,1,0
.95240879,11.565596,1,0,0
.33747005,12.001575,0,1,0
-.037555695,11.544677,0,1,0
-.12222767,10.970863,0,0,1
.13140678,8.613471,0,0,1
-.19381618,8.9753284,0,0,1
-.21613884,7.9238377,1,0,0
.12138081,8.613471,1,0,0
.74773312,7.7141972,1,0,0
.0095863342,8.2331352,1,0,0
-.65443611,7.2271767,0,0,0
.0040445328,6.9113793,1,0,0
.2652607,9.149148,1,0,0
.16024876,7.0039649,1,0,0
.12525654,8.3258009,0,1,0
-.40847778,8.8914213,1,0,0
-.095133781,9.4244013,1,0,0
.72971821,8.3545017,1,0,0
.11393833,9.485898,1,0,0
-.19984722,9.0156164,0,1,0
-.060395241,8.6134024,1,0,0
-.11958313,8.0895529,0,1,0
.51585102,8.1025772,1,0,0
-.027287483,8.0704412,0,0,1
-.23547745,7.2271767,0,0,1
.33199978,7.8767161,0,0,1
-.021142006,8.5208178,0,0,1
-.11929512,8.1683187,0,0,1
.28988934,7.9203238,0,0,0
.1295948,9.8425732,0,0,0
-.73076725,8.8366146,0,0,1
.3166914,12.880405,0,0,1
.043700218,13.099295,0,0,1
.05188942,13.456446,0,0,1
.054223061,11.452011,1,0,0
.31215286,8.1922693,0,1,0
.26043129,6.939507,0,0,0
-.41905212,8.1683187,0,1,0
-.26637268,8.7957239,0,0,1
-.1513443,11.59611,0,0,1
.30167866,9.2420921,0,0,1
-.10289001,7.7724161,1,0,0
.18955898,7.9203238,0,1,0
-.30490494,8.2821817,0,1,0
-.64109039,8.0381193,0,0,1
.065172195,7.9203238,1,0,0
-.067494392,9.8916187,1,0,0
.26731586,8.9262819,1,0,0
-.0097513199,7.7628531,1,0,0
.071557999,8.1025772,1,0,0
.23212624,7.9072313,0,1,0
.34080982,7.3449717,0,1,0
.25122356,7.6874485,1,0,0
.034308434,6.9943013,0,0,0
.24659538,7.3224869,0,0,0
.3911047,7.8767161,1,0,0
-.53193474,8.9262819,1,0,0
.13033009,8.4560003,1,0,0
-.067630768,7.0039649,1,0,0
.099885941,8.0895529,0,1,0
.24592495,8.0381193,0,1,0
-.069954872,9.1537857,0,0,1
.0060224533,9.1730871,0,0,1
.53466511,9.1294794,0,0,1
1.0005503,6.9909406,1,0,0
.68139076,7.0862508,1,0,0
-.50302505,7.0348167,0,1,0
-.37725639,8.3805962,0,0,1
-.17337132,8.7312536,0,0,1
.11308289,7.9751306,0,1,0
-.13105392,7.9203238,0,1,0
-.0025968552,7.8767161,0,1,0
.14437103,8.7439604,0,1,0
.86245537,7.069706,0,0,1
.13927937,8.1025772,0,0,1
-.62870693,8.0895529,0,0,1
-.166749,9.2420921,0,0,1
-.1359129,7.751987,0,1,0
-.19742775,9.0189362,0,1,0
.25331497,8.7439604,0,1,0
.030177116,8.4560003,0,1,0
-.094089508,8.7957239,0,0,1
.24228382,9.2935257,0,0,1
.08844471,9.2420921,0,0,1
.14065838,7.9072313,1,0,0
-.35837269,7.6326542,1,0,0
-.54260635,9.5297623,1,0,0
.18400002,12.805841,0,1,0
-.061656952,9.4888716,0,0,0
-.14971352,10.209816,0,0,0
.50882626,7.6326542,0,0,0
.037670135,11.325035,0,1,0
.031150818,10.753537,0,1,0
.30598736,9.6684761,0,1,0
.15767193,10.53572,0,1,0
-.28648853,12.859666,0,0,1
.25795364,11.945607,0,0,1
-.34223938,8.3805962,1,0,0
.22031403,9.1730871,0,1,0
.05249691,9.4861536,0,1,0
.3522625,9.437108,0,1,0
-.25405693,12.079139,0,1,0
.56408405,8.600378,0,0,1
-.21389771,7.6326542,0,0,1
.12764359,11.046546,0,0,0
.12625599,13.847248,0,0,1
.10965157,10.692844,1,0,0
.13322258,10.323145,1,0,0
.19491577,12.375733,0,0,1
.075780869,13.704149,0,0,1
-.32265377,13.41798,0,0,1
-.87218189,11.194007,0,0,1
-.23476696,10.838095,0,0,1
.33792114,11.095592,0,0,1
.57161808,11.58887,0,0,1
-.19306946,7.8697701,1,0,0
.06825161,7.5890341,1,0,0
-.11108589,7.1345229,0,1,0
.097971916,7.4061785,0,1,0
.14155769,7.2663293,0,1,0
-.057793617,6.9909406,0,1,0
.31769943,10.199755,1,0,0
-.48707676,10.485273,1,0,0
-.0858078,10.823402,1,0,0
-.15305805,10.470903,1,0,0
.27573299,10.139459,0,1,0
.63378334,7.183569,1,0,0
.3198576,8.7439604,1,0,0
.14747143,8.3224688,1,0,0
.1032486,8.1025772,1,0,0
-.29171753,10.115197,0,0,1
-.3824358,11.478525,0,0,1
.34555531,7.520041,0,0,1
.42107105,12.194204,0,0,1
-.98763847,11.046546,0,0,1
.35737038,12.205504,0,0,1
-.088980675,11.321453,0,0,1
-.18552303,8.3805962,0,0,0
-.53912926,10.117548,0,0,0
.71561337,10.941185,1,0,0
.011750221,10.979924,1,0,0
.059832573,12.227774,0,1,0
.11517048,9.3614254,0,0,0
.27839375,9.1730871,1,0,0
-.38043118,10.402445,1,0,0
.63655281,9.9071112,1,0,0
-.34628582,10.085241,1,0,0
.0421381,11.208657,0,1,0
-.16017437,11.085285,0,1,0
.08884716,11.405415,0,1,0
-.4957056,7.2271767,1,0,0
.40902042,8.2821817,1,0,0
-.40703106,7.1345229,1,0,0
-.27883625,7.069706,1,0,0
.15611458,8.1025772,1,0,0
.25285435,7.6840878,0,1,0
.15577698,6.939507,0,1,0
.62397003,7.1345229,0,1,0
-.14112186,7.7628531,0,1,0
.10400295,7.7328777,1,0,0
.34860611,8.3805962,0,1,0
-.71622753,8.2821817,0,1,0
.21891212,7.5198464,0,1,0
-.1864109,8.5698633,0,1,0
-.032107353,9.3722916,0,1,0
.21721554,10.405162,0,1,0
-.23696995,10.226422,0,1,0
-.2497654,9.7668905,0,1,0
.79629803,10.683494,0,1,0
.037991524,7.0588398,1,0,0
-.1977396,9.7921257,0,1,0
.15484238,8.2821817,0,1,0
.7537384,9.8425732,0,1,0
.31904888,7.6184559,1,0,0
-.40721416,7.2520275,0,1,0
-.57436943,9.8298788,0,0,1
-.68229771,10.130255,0,0,0
-.36657715,7.6874485,0,1,0
-.37907028,7.9203238,0,1,0
.4658699,9.4861536,0,0,1
-.078422546,10.270017,0,0,1
-.050868988,10.470903,0,0,1
-.12917423,10.692844,0,0,1
.35652256,10.902964,0,0,1
.32977104,8.5701132,1,0,0
.024085045,11.27024,0,1,0
-.51631737,10.837332,0,0,1
.29507542,10.485273,0,0,1
-.15285301,11.452011,0,0,1
.34199905,10.898348,0,0,1
.2742033,12.196921,0,0,1
-.12890148,11.132132,0,1,0
.49729538,10.838095,0,0,1
.0064067841,10.649305,0,0,1
-.19478989,10.718041,0,0,1
-.23485184,10.550946,0,0,1
.021382332,10.832606,0,0,1
-.42493725,11.239435,0,0,1
.62293434,9.0737429,0,1,0
.18825722,9.7120838,0,1,0
-.8432188,9.3236351,0,0,1
.8412981,8.5208178,0,0,1
-.59423351,9.5546131,0,0,1
-.16245461,10.22284,0,0,1
-.098686218,9.2935257,0,0,1
.17519951,9.6475573,0,0,1
-.14211941,11.592783,0,1,0
.73975182,11.79672,0,1,0
-.42415714,11.172553,0,1,0
.035210609,11.600431,0,1,0
-.13529015,11.552709,0,1,0
.22933865,10.955209,0,0,1
-.047962189,11.210448,0,0,1
.33489037,9.5297623,0,1,0
-.04414463,10.402445,0,1,0
-.01785183,10.392619,0,1,0
.22376633,10.065438,0,1,0
-.25767517,10.22284,0,1,0
.05496788,9.9866724,0,0,1
.6944294,10.54008,1,0,0
-.48783016,9.9013252,1,0,0
-.11003304,10.179301,1,0,0
-.28068542,11.674876,0,1,0
.062594414,10.955209,0,1,0
.2179842,10.546288,0,1,0
.42478752,10.340704,0,1,0
.28534985,9.5711422,0,0,0
.35028648,7.2298331,0,0,0
-1.1470232,7.5397096,0,0,0
.055498123,7.6326542,1,0,0
.83498478,10.216652,1,0,0
-.040385246,10.64928,0,1,0
.27811813,11.416831,0,0,1
-.31361294,11.460236,0,0,1
.4338131,11.656311,0,0,1
.15371418,11.426414,0,0,1
-.88319969,11.029317,0,0,1
-.72228146,8.5698633,0,0,0
.23172474,8.3872862,1,0,0
-.30610561,9.0156164,1,0,0
.11704731,9.30655,1,0,0
.39461708,9.6989908,1,0,0
-.014206886,9.8298788,1,0,0
-.43108654,9.9996967,0,0,0
.58482742,12.64329,1,0,0
-.18706799,8.6682777,0,1,0
.42024708,8.613471,0,1,0
.029652596,8.7521849,0,1,0
.086385727,7.7223096,0,1,0
-.090849876,8.6791439,0,0,1
-.45813656,10.22284,0,0,1
.52391911,9.3888359,0,0,1
-.04339695,12.390545,0,0,1
-.29978561,7.2819834,0,1,0
.3969965,7.9203238,0,1,0
.092832565,7.5890341,0,1,0
-.14589405,8.0508137,0,1,0
.22036266,8.4560003,0,1,0
-.10582638,12.079139,0,0,1
.074005127,9.4758472,0,0,1
.51513958,9.5546131,0,0,0
.32065487,10.955209,0,0,0
.038246155,9.0703821,1,0,0
-.26031876,9.4244137,1,0,0
.83890247,8.3772345,0,0,0
-.77110481,7.8557973,0,0,0
.040981293,8.3902597,0,0,1
.10689163,7.1732621,0,0,1
-.063923836,6.9253087,1,0,0
.56920338,7.0588398,0,1,0
-.43350029,7.5397096,0,0,1
.21390438,10.22284,0,0,1
.63971615,8.6134024,1,0,0
-.067935944,8.5489445,0,1,0
-.01035881,8.3257895,1,0,0
.075025558,8.1025772,0,1,0
.53878689,7.6840878,0,0,0
.048505783,10.865502,1,0,0
-.03950882,12.069475,0,1,0
-.051474571,9.9352274,0,1,0
.17626667,8.5698633,0,1,0
-.060887337,10.98173,0,0,1
.32575989,10.692844,0,0,1
-.11641407,8.7826996,0,0,1
.15014076,7.5443478,0,0,1
.27871418,8.9753284,0,0,1
-.33763409,8.5208178,0,0,1
-.10970974,8.6791439,0,0,1
-.58217049,10.683181,1,0,0
.62913609,8.6031685,1,0,0
.34033298,7.8767161,1,0,0
-.17136669,7.3168445,1,0,0
.33362865,10.160748,0,1,0
.14628887,7.0039649,0,1,0
-.012073517,8.6682777,0,0,1
.015980721,9.5297623,0,0,1
.088000298,8.2331352,0,0,1
-.20561314,9.9900341,0,0,1
.7332077,9.6127863,0,0,1
-.66457176,7.6874485,0,1,0
-.088515282,7.9751306,0,0,1
-.31635857,9.0189362,0,0,1
.29886055,8.2821817,0,0,1
-.22366428,8.5208178,0,0,1
.81930256,12.675611,0,1,0
-.61081409,10.890738,0,1,0
.20762348,11.565596,0,1,0
-.28924084,12.327479,0,1,0
-.016926765,12.898652,0,0,1
-.13003731,12.196921,0,0,1
.0867939,12.727512,0,0,1
.60043907,11.950142,0,0,1
.040475845,10.973975,1,0,0
.87811089,11.077039,1,0,0
-1.0563278,7.9202557,1,0,0
.24517822,8.8154898,1,0,0
.2412014,11.376328,0,1,0
-.75876141,9.7120838,0,0,1
-.53968048,9.8226261,0,0,1
.58682919,10.823402,0,0,1
-.058945656,10.065438,0,0,1
.051299095,11.25246,0,0,1
-.40905952,11.308429,0,0,1
-.26973724,8.3257875,0,0,0
.0062055588,10.746169,0,1,0
-.11363411,9.0737429,1,0,0
.16251564,7.2271767,1,0,0
.26994228,8.1025772,0,1,0
.014005661,6.9909406,0,1,0
-.20167542,10.075001,0,1,0
-.47918415,8.7405987,0,0,1
.093675613,7.183569,0,0,1
-.48557854,10.130255,0,0,1
-.61190128,9.00002,1,0,0
.20779228,11.233228,0,1,0
.26349545,9.8662338,0,1,0
.18102264,9.263011,0,0,1
-.47575665,11.159875,0,0,1
-.15768814,9.7438545,0,0,1
-.1371212,10.292367,0,0,1
.70107365,11.778432,0,0,1
-.24328232,11.382158,0,0,1
.59387589,12.258718,0,1,0
-.26961613,11.475672,0,1,0
1.1915712,12.705029,0,1,0
.13552189,11.046546,0,0,1
-.48642063,10.470903,0,0,1
-.37094212,10.854113,0,0,1
-.083779335,11.932583,0,0,1
-.15219021,10.628386,0,0,1
.45163441,11.935944,0,0,0
-.034506798,8.6134024,1,0,0
-.18494225,9.3888359,1,0,0
.1998806,7.3964057,0,0,0
-.11369228,8.5489445,1,0,0
-.33833218,11.881137,0,0,1
.14913464,12.743995,0,0,1
.25127125,11.401564,1,0,0
-.14701366,9.6684761,1,0,0
.12718964,10.689871,1,0,0
.067373276,10.535442,0,1,0
.20483017,9.9996967,0,1,0
-.79899788,8.7930069,0,0,1
-.090407372,7.6971121,0,1,0
.32887745,8.0895529,0,1,0
-.02553463,9.2420921,0,1,0
.19637203,10.361623,1,0,0
.11597347,10.500859,1,0,0
-.78987598,9.5297623,1,0,0
-.11318398,11.376328,0,1,0
-.33766651,13.511506,0,1,0
-.54074764,9.8425732,0,0,1
-.042566299,9.5546131,0,0,1
.58777142,9.9996967,0,0,1
-.70939445,9.4758472,0,0,1
.37012672,9.4244137,0,0,1
-1.2457056,7.9751306,0,0,0
-.2408762,7.9203238,1,0,0
.17131805,9.6994724,1,0,0
-.37478828,9.3722916,1,0,0
.19024372,10.277716,0,0,1
-.03426075,10.222909,0,0,1
.099462509,11.277913,0,0,1
-.24717712,7.0992646,0,0,1
.22903061,7.6971121,1,0,0
-.2743578,9.0703821,1,0,0
.89503384,9.5044565,0,0,0
.1167202,7.6874485,0,1,0
.096909523,8.8366146,0,1,0
-.19117928,9.437108,0,0,1
-.25457859,8.6791439,0,0,1
.6208868,9.4888716,0,0,1
-.32513046,8.0895529,0,0,1
-.41384983,7.2819834,0,1,0
.18583679,7.6326418,0,1,0
.59598255,7.5890341,0,1,0
-.33865452,10.130255,0,0,1
-.47845364,7.7628531,0,0,1
.072086334,8.6134024,0,0,1
.11279392,8.0895529,0,0,1
-.15590096,8.5489445,0,0,1
.13889408,7.9751306,0,1,0
.36667919,10.723684,0,1,0
.22627449,8.5698633,0,1,0
-.25367546,8.9262819,0,0,1
.11386108,8.4560003,0,0,1
-.51152706,8.1025772,0,0,1
.21063614,7.3964057,0,0,1
-.013810158,9.3374023,0,0,1
-.14047623,8.5347462,0,0,0
.41972351,8.3257895,1,0,0
.0085706711,7.40943,1,0,0
-.06692028,6.939507,0,1,0
.062551498,11.194007,0,1,0
-.13535786,11.832347,0,0,1
.38177586,9.584569,1,0,0
-.28979111,11.213809,0,0,1
-.12465858,8.3257895,0,0,1
-.38720226,12.226995,0,0,1
-.32642651,13.113409,0,0,1
.752841,13.178953,0,0,1
-.14697361,11.289317,0,0,1
.41941833,10.628374,0,0,1
-.65573883,10.970863,0,1,0
.23132706,9.5785522,0,1,0
.31512165,9.4861536,0,1,0
-.075201988,8.6386003,0,1,0
.55737209,9.3722916,0,1,0
.015716553,9.7120152,0,0,1
-.46623516,8.7826996,0,0,1
-.25713539,10.653079,0,0,1
.73115635,9.1730871,0,0,0
-.066292763,9.5558901,1,0,0
.23434353,8.3258009,1,0,0
-.43510056,9.7668905,0,1,0
.14080429,10.277716,0,1,0
.19182014,11.139199,0,1,0
.095961571,11.501057,0,0,1
.030702591,8.7439604,0,0,1
-.053598404,12.080341,0,0,1
.10934544,12.302282,0,0,1
.26503563,9.201189,1,0,0
-.14111137,9.4758472,1,0,0
.084946632,8.9544096,1,0,0
.0005235672,7.6874485,0,1,0
-.018253326,8.3257895,0,0,1
.18663406,12.399591,0,0,1
.32660103,9.437108,0,0,1
-.61000347,12.525027,0,0,1
.12244797,11.81615,0,0,1
-.5774107,9.9900341,1,0,0
.057135582,10.271699,0,1,0
.16151142,9.4453325,0,1,0
.16449261,10.660883,0,1,0
-.51692581,11.89802,0,1,0
.37504005,11.766139,0,1,0
.32497025,9.4758472,0,0,1
-.31457043,10.494855,0,0,1
.14959049,7.8149633,1,0,0
.27280807,11.768537,0,1,0
-.08061409,9.5324183,0,1,0
-.13790607,10.733268,0,1,0
.57882404,10.810627,0,1,0
.023686409,9.2935257,0,1,0
-.3077755,9.2420921,0,0,1
-.63249683,8.8614655,0,0,1
-.1687994,8.6134024,0,0,1
.16648293,9.2935257,0,0,1
.15676975,9.5833025,0,1,0
-.01538372,11.376328,1,0,0
.013542175,9.4861536,0,1,0
.32584572,7.8276701,0,1,0
.1765852,8.6791439,0,1,0
-.060955048,9.0834064,0,1,0
-.0083465576,8.0381193,0,0,1
-.64062405,8.3902597,1,0,0
.15350819,11.639987,1,0,0
-.36859131,8.3805962,1,0,0
.02694416,8.8614655,0,1,0
.6457119,9.6798792,0,1,0
-.37440205,9.9352274,0,1,0
.39806366,10.179301,0,0,1
.75093174,10.54008,0,1,0
-.11279964,13.28396,0,1,0
.14054108,12.417348,0,1,0
-.19126225,10.731835,0,1,0
-.24468422,10.327803,0,0,1
.25210953,11.901805,0,0,1
-.214715,8.3772345,0,0,1
-.41890335,9.4244137,0,0,1
-.34412003,10.401911,0,1,0
.84958935,10.915988,0,1,0
.24352741,9.149148,0,1,0
.3631525,10.249037,0,0,0
-.88133335,10.075001,0,0,0
.46442223,9.8846731,0,1,0
-.017481804,11.609203,0,1,0
-.057042122,11.373223,0,1,0
-.06922245,10.963164,0,1,0
.38004684,9.5120535,0,1,0
-.25357437,10.202638,0,0,1
-.15890408,9.9866724,0,0,1
-.30020046,10.306803,0,0,1
-.073591232,7.9751306,0,1,0
-.08695507,10.318219,0,1,0
.26310825,9.1294794,0,1,0
.60127354,8.9262819,0,1,0
.10739803,8.0895529,0,0,1
.0034580231,8.5489445,0,0,1
-.3837328,7.6535726,0,0,0
.060835838,8.4560003,1,0,0
.058176041,8.1025772,1,0,0
.10578251,7.6840878,1,0,0
-.1564188,9.7229481,1,0,0
-.035776138,10.746169,1,0,0
.08678627,9.584569,0,0,1
.38548851,10.362671,0,0,1
-.032977104,8.9753284,0,0,1
-.063619614,7.1345229,0,0,1
.14845085,7.1732621,1,0,0
-.40197372,7.9203238,0,0,1
.053099632,7.8767161,0,0,1
